order_id,customer_id,order_date,order_status,shipping_type,order_total
ORD0001960,CUST001533,2024-07-08,Delivered,Standard,23656.08
ORD0001961,CUST001893,2020-07-28,Processing,Express,20059.64
ORD0001962,CUST001422,2020-07-30,Delivered,Express,20448.03
ORD0001963,CUST001223,2021-10-03,Delivered,Standard,38504.38
ORD0001964,CUST000391,2022-01-22,Processing,Standard,3873.36
ORD0001965,CUST001673,2021-09-04,Delivered,Standard,25928.64
ORD0001966,CUST001870,2020-10-07,Delivered,Standard,55752.61
ORD0001967,CUST001522,2022-02-22,Delivered,Standard,20429.49
ORD0001968,CUST001196,2024-05-03,Delivered,Standard,113933.24
ORD0001969,CUST002134,2024-07-23,Processing,Standard,54384.19
ORD0001970,CUST000858,2024-03-22,Shipped,Standard,100025.49
ORD0001971,CUST001210,2020-09-29,Delivered,Standard,51273.28
ORD0001972,CUST001517,2023-08-06,Delivered,Standard,74505.53
ORD0001973,CUST001651,2023-10-18,Shipped,Express,64984.27
ORD0001974,CUST001154,2020-10-19,Processing,Standard,90597.89
ORD0001975,CUST000843,2020-05-20,Delivered,Standard,104453.08
ORD0001976,CUST001105,2022-12-22,Delivered,Standard,13139.87
ORD0001977,CUST001826,2023-02-27,Delivered,Two-day,4251.69
ORD0001978,CUST001683,2020-01-18,Shipped,Standard,117838.12
ORD0001979,CUST000295,2023-06-03,Delivered,Standard,126876.54
ORD0001980,CUST002002,2023-08-24,Delivered,Standard,31567.29
ORD0001981,CUST002317,2020-12-02,Delivered,Two-day,66777.79
ORD0001982,CUST000645,2022-06-20,Shipped,Standard,18933.45
ORD0001983,CUST002136,2021-12-20,Processing,Standard,87108.28
ORD0001984,CUST000925,2024-01-19,Delivered,Standard,35151.27
ORD0001985,CUST001648,2021-03-12,Delivered,Express,55814.95
ORD0001986,CUST000111,2023-07-10,Shipped,Standard,79638.33
ORD0001987,CUST000584,2024-03-12,Delivered,Standard,15244.12
ORD0001988,CUST001487,2020-11-06,Delivered,Two-day,15779.81
ORD0001989,CUST000769,2022-04-23,Cancelled,Two-day,57371.24
ORD0001990,CUST001180,2023-06-15,Delivered,Two-day,42218.47
ORD0001991,CUST001649,2023-11-07,Delivered,Standard,77752.67
ORD0001992,CUST002286,2022-06-25,Delivered,Standard,4375.39
ORD0001993,CUST002382,2021-03-20,Delivered,Standard,875.22
ORD0001994,CUST000106,2020-06-26,Processing,Express,25215.57
ORD0001995,CUST001723,2020-07-24,Delivered,Express,33765.66
ORD0001996,CUST001695,2020-10-13,Delivered,Express,81304.14
ORD0001997,CUST001734,2024-03-21,Delivered,Two-day,18126.92
ORD0001998,CUST000382,2020-09-09,Delivered,Express,58003.42
ORD0001999,CUST000261,2023-04-22,Processing,Standard,81167.24
ORD0002000,CUST001823,2024-02-04,Delivered,Standard,44837.82
ORD0002001,CUST001317,2022-02-25,Delivered,Standard,124688.22
ORD0002002,CUST001359,2021-12-20,Delivered,Standard,77711.95
ORD0002003,CUST000820,2022-05-29,Delivered,Standard,53865.9
ORD0002004,CUST000709,2021-10-06,Delivered,Express,64535.56
ORD0002005,CUST000907,2024-06-08,Cancelled,Standard,67642.77
ORD0002006,CUST000663,2020-10-13,Delivered,Express,27720.18
ORD0002007,CUST001320,2021-05-22,Cancelled,Express,75408.0
ORD0002008,CUST000463,2021-07-21,Delivered,Standard,69967.74
ORD0002009,CUST000585,2023-08-13,Delivered,Standard,37053.14
ORD0002010,CUST000943,2020-06-21,Delivered,Standard,58695.0
ORD0002011,CUST000158,2021-05-23,Delivered,Standard,18218.05
ORD0002012,CUST002320,2023-02-07,Processing,Standard,87251.49
ORD0002013,CUST001851,2023-05-15,Delivered,Standard,7560.43
ORD0002014,CUST001327,2023-05-13,Delivered,Standard,7446.24
ORD0002015,CUST002107,2024-01-16,Shipped,Standard,70098.1
ORD0002016,CUST001382,2023-05-29,Delivered,Standard,30117.37
ORD0002017,CUST000704,2021-08-06,Delivered,Standard,16106.96
ORD0002018,CUST000648,2024-05-14,Shipped,Standard,53999.84
ORD0002019,CUST002484,2023-11-15,Delivered,Standard,81667.84
ORD0002020,CUST000146,2020-02-24,Cancelled,Express,89682.94
ORD0002021,CUST001376,2023-09-10,Delivered,Standard,7663.86
ORD0002022,CUST001824,2021-09-09,Delivered,Express,39547.14
ORD0002023,CUST000245,2021-02-24,Delivered,Standard,59195.18
ORD0002024,CUST001584,2022-11-26,Delivered,Standard,39053.76
ORD0002025,CUST002349,2023-05-27,Delivered,Standard,39647.74
ORD0002026,CUST002486,2022-11-09,Delivered,Express,66524.61
ORD0002027,CUST000868,2021-01-21,Cancelled,Express,116643.61
ORD0002028,CUST002148,2024-03-11,Processing,Standard,76109.67
ORD0002029,CUST000480,2022-03-13,Delivered,Two-day,74813.22
ORD0002030,CUST002463,2021-08-28,Delivered,Standard,66966.53
ORD0002031,CUST002213,2023-08-16,Delivered,Standard,23020.28
ORD0002032,CUST001936,2020-04-21,Delivered,Standard,17902.63
ORD0002033,CUST001966,2024-05-24,Delivered,Standard,57267.43
ORD0002034,CUST001662,2024-06-13,Delivered,Standard,43807.47
ORD0002035,CUST000088,2021-05-05,Delivered,Standard,61263.51
ORD0002036,CUST001241,2022-10-10,Shipped,Two-day,51982.11
ORD0002037,CUST000573,2022-03-01,Delivered,Express,86037.38
ORD0002038,CUST000814,2020-08-18,Delivered,Express,68641.2
ORD0002039,CUST000179,2021-05-08,Delivered,Standard,77769.82
ORD0002040,CUST001726,2022-10-20,Returned,Standard,21788.22
ORD0002041,CUST000163,2023-07-30,Processing,Standard,86310.47
ORD0002042,CUST001006,2023-05-01,Returned,Standard,9313.49
ORD0002043,CUST002349,2020-05-25,Processing,Two-day,44694.27
ORD0002044,CUST002422,2022-12-17,Delivered,Standard,74448.93
ORD0002045,CUST000203,2020-01-25,Delivered,Standard,3636.96
ORD0002046,CUST000047,2022-01-09,Cancelled,Standard,29189.21
ORD0002047,CUST000463,2021-10-10,Delivered,Two-day,62545.81
ORD0002048,CUST000408,2020-09-27,Delivered,Standard,35318.54
ORD0002049,CUST001218,2022-03-03,Processing,Express,71635.79
ORD0002050,CUST002475,2023-03-10,Cancelled,Standard,59843.79
ORD0002051,CUST000930,2022-05-11,Shipped,Standard,19445.48
ORD0002052,CUST000317,2022-01-18,Shipped,Express,81664.83
ORD0002053,CUST001503,2023-01-23,Delivered,Standard,133638.18
ORD0002054,CUST000421,2023-10-30,Processing,Standard,40361.65
ORD0002055,CUST001293,2020-12-19,Delivered,Standard,54337.87
ORD0002056,CUST001735,2024-04-11,Delivered,Standard,111550.26
ORD0002057,CUST001760,2022-08-22,Delivered,Standard,37427.59
ORD0002058,CUST000263,2024-04-26,Delivered,Standard,58956.54
ORD0002059,CUST001450,2020-05-29,Shipped,Express,14482.67
ORD0002060,CUST002214,2020-02-04,Delivered,Standard,65908.43
ORD0002061,CUST001716,2023-04-17,Delivered,Standard,37822.7
ORD0002062,CUST000428,2020-05-18,Delivered,Standard,76847.61
ORD0002063,CUST000397,2020-01-29,Delivered,Standard,24525.01
ORD0002064,CUST001240,2021-06-20,Delivered,Standard,10779.81
ORD0002065,CUST000796,2021-03-17,Delivered,Two-day,91117.65
ORD0002066,CUST000107,2020-03-22,Delivered,Express,67047.23
ORD0002067,CUST000098,2020-05-03,Delivered,Standard,70565.91
ORD0002068,CUST001904,2024-06-04,Delivered,Standard,61204.46
ORD0002069,CUST001281,2022-03-26,Delivered,Standard,11579.42
ORD0002070,CUST000043,2022-11-03,Delivered,Standard,62794.68
ORD0002071,CUST002290,2021-08-09,Shipped,Two-day,70047.67
ORD0002072,CUST001578,2023-07-11,Delivered,Standard,33440.31
ORD0002073,CUST000095,2023-12-30,Delivered,Express,23888.57
ORD0002074,CUST001970,2022-10-23,Delivered,Standard,98543.59
ORD0002075,CUST001790,2024-04-20,Cancelled,Standard,110474.69
ORD0002076,CUST000188,2022-04-30,Cancelled,Standard,156249.75
ORD0002077,CUST000385,2022-05-17,Shipped,Standard,57424.05
ORD0002078,CUST000819,2023-12-08,Delivered,Express,18330.68
ORD0002079,CUST001149,2022-04-03,Shipped,Standard,112792.62
ORD0002080,CUST001697,2020-06-17,Shipped,Standard,78329.7
ORD0002081,CUST002135,2023-08-04,Processing,Standard,85734.0
ORD0002082,CUST000226,2023-01-03,Delivered,Express,45137.85
ORD0002083,CUST001681,2023-01-06,Processing,Express,44956.35
ORD0002084,CUST002393,2023-06-15,Delivered,Standard,29843.23
ORD0002085,CUST001898,2020-11-08,Cancelled,Express,66336.57
ORD0002086,CUST000518,2021-07-22,Delivered,Standard,61587.74
ORD0002087,CUST001733,2020-06-20,Returned,Express,16682.13
ORD0002088,CUST000296,2021-09-26,Delivered,Express,105221.29
ORD0002089,CUST000414,2020-06-10,Delivered,Standard,30355.21
ORD0002090,CUST001861,2022-11-13,Processing,Standard,15489.12
ORD0002091,CUST001996,2021-02-20,Delivered,Two-day,26121.44
ORD0002092,CUST002183,2024-07-12,Delivered,Standard,1622.9
ORD0002093,CUST002029,2020-11-14,Delivered,Express,133282.71
ORD0002094,CUST000004,2023-01-03,Processing,Standard,72168.01
ORD0002095,CUST000178,2021-10-31,Delivered,Standard,64923.94
ORD0002096,CUST000746,2022-03-11,Delivered,Express,121781.52
ORD0002097,CUST000259,2023-04-16,Delivered,Standard,38250.43
ORD0002098,CUST000652,2023-07-23,Delivered,Standard,56852.93
ORD0002099,CUST001819,2024-04-12,Delivered,Standard,28740.62
ORD0002100,CUST001387,2023-08-23,Delivered,Standard,23517.43
ORD0002101,CUST002483,2023-10-26,Delivered,Standard,109255.96
ORD0002102,CUST001297,2023-08-10,Delivered,Express,84791.75
ORD0002103,CUST000290,2020-05-15,Processing,Two-day,53590.71
ORD0002104,CUST000803,2021-09-27,Delivered,Standard,104916.22
ORD0002105,CUST002022,2023-12-01,Delivered,Express,37876.81
ORD0002106,CUST000234,2022-06-14,Delivered,Express,89156.66
ORD0002107,CUST000408,2024-02-03,Delivered,Express,34474.77
ORD0002108,CUST000694,2021-05-03,Processing,Express,28308.67
ORD0002109,CUST001170,2020-04-28,Delivered,Standard,22514.94
ORD0002110,CUST000562,2021-05-15,Delivered,Standard,7640.71
ORD0002111,CUST002478,2020-06-25,Delivered,Standard,23962.86
ORD0002112,CUST000432,2022-06-08,Delivered,Express,11139.56
ORD0002113,CUST001569,2020-08-25,Delivered,Standard,14144.84
ORD0002114,CUST000983,2022-07-17,Processing,Standard,34378.83
ORD0002115,CUST001435,2023-06-07,Processing,Standard,50429.59
ORD0002116,CUST000897,2023-05-31,Delivered,Two-day,2122.8
ORD0002117,CUST000778,2020-04-22,Delivered,Express,8056.46
ORD0002118,CUST000223,2021-09-25,Delivered,Standard,71299.07
ORD0002119,CUST001772,2023-09-26,Cancelled,Express,26816.68
ORD0002120,CUST001689,2024-02-27,Delivered,Two-day,49790.4
ORD0002121,CUST000468,2023-09-09,Delivered,Standard,17591.29
ORD0002122,CUST001346,2024-02-25,Delivered,Standard,87622.75
ORD0002123,CUST002423,2020-12-25,Processing,Standard,8732.88
ORD0002124,CUST000412,2020-09-01,Delivered,Standard,107205.68
ORD0002125,CUST002317,2020-01-26,Delivered,Two-day,24319.04
ORD0002126,CUST000626,2023-12-20,Delivered,Express,85005.28
ORD0002127,CUST001276,2020-10-08,Returned,Express,90662.69
ORD0002128,CUST001012,2023-12-07,Delivered,Standard,13509.24
ORD0002129,CUST001678,2020-01-24,Delivered,Two-day,59735.81
ORD0002130,CUST002498,2020-12-01,Delivered,Standard,66739.0
ORD0002131,CUST000802,2022-10-13,Delivered,Standard,38396.57
ORD0002132,CUST001893,2021-12-11,Delivered,Standard,34744.87
ORD0002133,CUST001561,2022-12-07,Shipped,Express,94192.93
ORD0002134,CUST001392,2022-11-25,Delivered,Express,19938.93
ORD0002135,CUST000255,2024-05-22,Delivered,Standard,10160.64
ORD0002136,CUST001487,2024-08-11,Delivered,Standard,95849.51
ORD0002137,CUST002174,2024-01-16,Delivered,Standard,33093.37
ORD0002138,CUST001417,2021-06-14,Delivered,Standard,31233.22
ORD0002139,CUST000762,2020-12-07,Processing,Standard,1566.64
ORD0002140,CUST001358,2022-01-31,Delivered,Standard,64588.74
ORD0002141,CUST000565,2020-09-16,Shipped,Express,24702.27
ORD0002142,CUST001392,2024-03-15,Delivered,Express,15296.76
ORD0002143,CUST001579,2024-05-18,Delivered,Standard,90755.61
ORD0002144,CUST001091,2021-07-04,Delivered,Standard,21032.37
ORD0002145,CUST001619,2024-02-10,Delivered,Express,55020.75
ORD0002146,CUST000400,2020-08-29,Delivered,Standard,34430.73
ORD0002147,CUST000287,2024-04-28,Delivered,Standard,30621.09
ORD0002148,CUST002234,2020-03-01,Delivered,Standard,64728.08
ORD0002149,CUST002332,2021-11-17,Delivered,Standard,42103.92
ORD0002150,CUST001540,2024-07-10,Delivered,Standard,10482.44
ORD0002151,CUST000237,2022-05-29,Delivered,Standard,72034.41
ORD0002152,CUST000815,2021-07-11,Processing,Standard,32960.39
ORD0002153,CUST000928,2022-12-08,Delivered,Standard,93250.65
ORD0002154,CUST000414,2020-05-10,Delivered,Standard,64518.75
ORD0002155,CUST001956,2021-06-22,Delivered,Express,3051.36
ORD0002156,CUST002057,2023-12-29,Cancelled,Express,46269.71
ORD0002157,CUST000420,2023-03-26,Delivered,Standard,29326.92
ORD0002158,CUST000029,2023-07-09,Cancelled,Standard,50785.08
ORD0002159,CUST002396,2020-06-06,Delivered,Standard,33850.59
ORD0002160,CUST000661,2022-10-13,Delivered,Standard,69415.87
ORD0002161,CUST000450,2022-07-21,Delivered,Express,69718.08
ORD0002162,CUST000380,2022-11-12,Shipped,Standard,54043.65
ORD0002163,CUST002414,2022-01-07,Processing,Standard,55009.47
ORD0002164,CUST001251,2020-04-23,Processing,Standard,24099.25
ORD0002165,CUST002460,2022-10-20,Delivered,Standard,74187.99
ORD0002166,CUST000356,2023-03-06,Processing,Standard,88789.25
ORD0002167,CUST002302,2020-12-07,Delivered,Two-day,136118.01
ORD0002168,CUST001697,2022-01-23,Delivered,Standard,20755.4
ORD0002169,CUST000727,2020-11-18,Delivered,Standard,99296.68
ORD0002170,CUST001468,2021-06-06,Delivered,Express,37517.62
ORD0002171,CUST000810,2024-05-02,Processing,Standard,72082.96
ORD0002172,CUST001904,2020-07-29,Delivered,Standard,99697.18
ORD0002173,CUST000416,2023-03-21,Delivered,Two-day,62445.29
ORD0002174,CUST000600,2023-10-12,Delivered,Standard,67129.43
ORD0002175,CUST001340,2024-01-20,Delivered,Two-day,41159.92
ORD0002176,CUST000079,2020-08-24,Delivered,Standard,26130.36
ORD0002177,CUST001568,2021-04-12,Processing,Two-day,55638.91
ORD0002178,CUST001095,2024-02-26,Delivered,Express,9339.63
ORD0002179,CUST001221,2022-11-08,Delivered,Standard,114464.72
ORD0002180,CUST000058,2020-01-06,Delivered,Express,50041.23
ORD0002181,CUST001448,2020-03-31,Delivered,Standard,106795.14
ORD0002182,CUST001493,2020-01-26,Delivered,Standard,28519.85
ORD0002183,CUST002096,2021-05-15,Delivered,Standard,30054.95
ORD0002184,CUST001459,2020-04-04,Delivered,Express,51801.39
ORD0002185,CUST001209,2022-08-24,Delivered,Express,32380.48
ORD0002186,CUST000839,2022-01-15,Delivered,Express,18396.1
ORD0002187,CUST002213,2022-02-23,Delivered,Express,34891.2
ORD0002188,CUST001751,2020-11-03,Shipped,Express,25250.3
ORD0002189,CUST001355,2021-01-01,Returned,Standard,49616.49
ORD0002190,CUST002378,2020-03-13,Delivered,Express,22050.84
ORD0002191,CUST001145,2023-02-06,Delivered,Express,68895.91
ORD0002192,CUST000213,2024-07-02,Delivered,Express,34615.55
ORD0002193,CUST000507,2024-01-02,Cancelled,Two-day,102399.52
ORD0002194,CUST002216,2024-02-25,Delivered,Standard,24302.48
ORD0002195,CUST001570,2023-09-04,Cancelled,Standard,24342.77
ORD0002196,CUST002475,2022-05-08,Delivered,Express,91008.59
ORD0002197,CUST001733,2021-04-04,Delivered,Standard,83266.83
ORD0002198,CUST001245,2021-10-21,Delivered,Standard,64655.77
ORD0002199,CUST001016,2021-05-23,Delivered,Express,95286.75
ORD0002200,CUST001144,2022-05-02,Delivered,Standard,6957.9
ORD0002201,CUST001271,2024-01-15,Delivered,Two-day,27757.48
ORD0002202,CUST001933,2021-10-17,Processing,Two-day,56866.86
ORD0002203,CUST000773,2021-07-09,Cancelled,Standard,59042.79
ORD0002204,CUST001530,2024-08-18,Delivered,Express,68008.72
ORD0002205,CUST001082,2020-06-08,Delivered,Standard,40801.66
ORD0002206,CUST001152,2023-03-16,Delivered,Express,31711.88
ORD0002207,CUST001723,2022-02-02,Delivered,Standard,248.73
ORD0002208,CUST000717,2020-09-01,Delivered,Express,102776.91
ORD0002209,CUST002134,2022-10-25,Delivered,Standard,108226.65
ORD0002210,CUST000104,2023-10-10,Delivered,Standard,75755.61
ORD0002211,CUST002191,2020-04-17,Delivered,Express,24977.83
ORD0002212,CUST000205,2021-01-02,Shipped,Standard,54190.04
ORD0002213,CUST001387,2021-04-02,Processing,Express,58086.07
ORD0002214,CUST001645,2024-07-05,Delivered,Two-day,84965.2
ORD0002215,CUST001333,2022-11-22,Delivered,Standard,112801.29
ORD0002216,CUST002049,2020-04-04,Shipped,Express,57341.45
ORD0002217,CUST002059,2022-04-01,Delivered,Standard,11179.56
ORD0002218,CUST001850,2020-05-21,Delivered,Standard,3021.54
ORD0002219,CUST000747,2022-08-10,Delivered,Standard,5696.95
ORD0002220,CUST001664,2021-08-01,Delivered,Standard,73873.61
ORD0002221,CUST001238,2024-05-03,Delivered,Standard,184903.98
ORD0002222,CUST002019,2021-09-28,Shipped,Standard,83114.18
ORD0002223,CUST000956,2021-11-01,Delivered,Standard,49897.74
ORD0002224,CUST000518,2020-06-25,Cancelled,Standard,19141.99
ORD0002225,CUST001439,2023-02-06,Delivered,Express,31532.69
ORD0002226,CUST001032,2022-07-24,Delivered,Standard,59409.97
ORD0002227,CUST002053,2020-01-17,Shipped,Standard,57791.36
ORD0002228,CUST002160,2022-01-25,Cancelled,Standard,107391.44
ORD0002229,CUST000273,2021-02-14,Delivered,Standard,8419.28
ORD0002230,CUST000422,2021-08-20,Delivered,Two-day,21495.84
ORD0002231,CUST002313,2023-02-28,Delivered,Express,30946.5
ORD0002232,CUST001482,2024-05-25,Delivered,Standard,24181.12
ORD0002233,CUST002260,2021-09-14,Delivered,Standard,52084.58
ORD0002234,CUST000782,2024-02-23,Delivered,Two-day,392.93
ORD0002235,CUST001245,2023-06-29,Delivered,Express,47270.48
ORD0002236,CUST002417,2021-05-11,Delivered,Standard,103432.64
ORD0002237,CUST002395,2022-08-08,Delivered,Express,82172.36
ORD0002238,CUST002073,2022-01-24,Delivered,Standard,33450.9
ORD0002239,CUST000976,2023-04-26,Delivered,Standard,73291.0
ORD0002240,CUST001744,2022-10-07,Processing,Standard,149727.67
ORD0002241,CUST000417,2024-05-01,Processing,Two-day,11806.05
ORD0002242,CUST000215,2024-05-08,Delivered,Express,64628.44
ORD0002243,CUST001136,2021-02-04,Delivered,Standard,39870.47
ORD0002244,CUST000914,2024-02-09,Delivered,Standard,12595.32
ORD0002245,CUST001583,2023-01-24,Delivered,Standard,27734.02
ORD0002246,CUST002025,2024-04-06,Delivered,Standard,31568.62
ORD0002247,CUST000428,2024-06-18,Delivered,Standard,39363.21
ORD0002248,CUST000733,2021-05-17,Shipped,Standard,82326.94
ORD0002249,CUST002264,2020-11-04,Delivered,Standard,33042.09
ORD0002250,CUST000413,2020-01-14,Delivered,Standard,124982.58
ORD0002251,CUST002428,2022-04-19,Delivered,Standard,107064.64
ORD0002252,CUST001626,2020-02-18,Delivered,Standard,71074.86
ORD0002253,CUST000232,2021-04-22,Delivered,Standard,75367.78
ORD0002254,CUST000835,2023-01-14,Processing,Standard,25837.77
ORD0002255,CUST000258,2021-12-10,Delivered,Standard,59947.59
ORD0002256,CUST001280,2023-07-26,Delivered,Standard,65793.21
ORD0002257,CUST000403,2023-11-21,Delivered,Standard,92732.26
ORD0002258,CUST002472,2020-01-20,Processing,Two-day,34862.8
ORD0002259,CUST000770,2021-11-17,Cancelled,Standard,42369.24
ORD0002260,CUST000065,2020-01-03,Delivered,Standard,9896.8
ORD0002261,CUST002238,2024-04-03,Delivered,Standard,90697.52
ORD0002262,CUST000950,2023-09-08,Delivered,Standard,72735.21
ORD0002263,CUST000173,2022-02-09,Delivered,Standard,69445.59
ORD0002264,CUST001251,2024-02-20,Delivered,Express,14071.32
ORD0002265,CUST001412,2024-01-29,Delivered,Express,4286.86
ORD0002266,CUST002449,2021-09-21,Shipped,Express,13104.67
ORD0002267,CUST000638,2020-07-31,Delivered,Standard,10255.61
ORD0002268,CUST000949,2021-02-24,Delivered,Standard,134645.5
ORD0002269,CUST002261,2022-12-21,Delivered,Express,70658.4
ORD0002270,CUST002101,2021-05-02,Delivered,Standard,69215.85
ORD0002271,CUST001695,2022-05-09,Delivered,Two-day,51545.5
ORD0002272,CUST000752,2022-10-04,Delivered,Standard,17567.94
ORD0002273,CUST000662,2020-05-02,Delivered,Express,64268.25
ORD0002274,CUST002187,2020-10-18,Delivered,Standard,107873.66
ORD0002275,CUST002466,2023-12-28,Returned,Standard,53332.05
ORD0002276,CUST000143,2021-07-27,Delivered,Standard,21995.94
ORD0002277,CUST001906,2020-07-09,Delivered,Standard,36873.53
ORD0002278,CUST000486,2020-03-30,Delivered,Two-day,142096.01
ORD0002279,CUST000992,2021-04-19,Delivered,Standard,26960.72
ORD0002280,CUST001461,2022-11-30,Delivered,Standard,71347.79
ORD0002281,CUST000293,2022-04-25,Delivered,Express,46261.47
ORD0002282,CUST001644,2023-12-06,Delivered,Standard,7469.75
ORD0002283,CUST000838,2022-02-01,Processing,Standard,17371.11
ORD0002284,CUST001038,2022-07-27,Delivered,Express,35119.81
ORD0002285,CUST001751,2024-03-11,Processing,Express,74505.27
ORD0002286,CUST000272,2020-06-22,Delivered,Two-day,86293.91
ORD0002287,CUST001049,2023-04-04,Returned,Express,166529.68
ORD0002288,CUST001959,2020-07-14,Delivered,Express,35836.93
ORD0002289,CUST002370,2022-11-01,Cancelled,Two-day,52460.5
ORD0002290,CUST000806,2020-09-30,Delivered,Standard,18394.81
ORD0002291,CUST001705,2023-07-29,Delivered,Standard,86890.04
ORD0002292,CUST001890,2024-08-06,Delivered,Express,63491.91
ORD0002293,CUST000883,2022-03-18,Delivered,Standard,19497.18
ORD0002294,CUST002283,2020-06-02,Delivered,Standard,133433.09
ORD0002295,CUST000832,2023-04-27,Delivered,Express,133431.81
ORD0002296,CUST001113,2023-03-08,Delivered,Two-day,86094.35
ORD0002297,CUST002192,2020-05-07,Delivered,Standard,124764.33
ORD0002298,CUST002041,2022-06-09,Delivered,Standard,28033.5
ORD0002299,CUST001106,2023-09-18,Processing,Standard,32558.66
ORD0002300,CUST001595,2020-09-24,Cancelled,Standard,118690.42
ORD0002301,CUST002277,2021-04-29,Delivered,Standard,70052.18
ORD0002302,CUST001627,2021-08-20,Delivered,Standard,54218.94
ORD0002303,CUST001890,2021-06-18,Returned,Standard,6834.5
ORD0002304,CUST001805,2021-10-07,Processing,Standard,9640.25
ORD0002305,CUST001221,2024-06-28,Delivered,Express,40335.7
ORD0002306,CUST000274,2022-03-15,Returned,Express,72896.25
ORD0002307,CUST000590,2023-12-06,Delivered,Standard,50082.37
ORD0002308,CUST000583,2024-02-15,Delivered,Standard,111025.36
ORD0002309,CUST000968,2021-10-30,Delivered,Standard,6816.07
ORD0002310,CUST001991,2021-10-13,Delivered,Two-day,71854.25
ORD0002311,CUST002420,2022-07-16,Delivered,Standard,32010.67
ORD0002312,CUST001259,2021-07-10,Delivered,Two-day,93988.81
ORD0002313,CUST001311,2021-04-23,Delivered,Express,161745.58
ORD0002314,CUST000572,2020-06-01,Delivered,Standard,22532.03
ORD0002315,CUST000545,2021-02-19,Delivered,Standard,44572.5
ORD0002316,CUST001461,2020-10-05,Delivered,Express,5892.89
ORD0002317,CUST000127,2024-05-16,Delivered,Standard,35383.32
ORD0002318,CUST000733,2024-04-26,Delivered,Standard,70637.21
ORD0002319,CUST000417,2023-04-12,Processing,Standard,72605.92
ORD0002320,CUST000638,2020-08-11,Cancelled,Standard,47393.18
ORD0002321,CUST000041,2020-11-14,Delivered,Standard,65626.58
ORD0002322,CUST000787,2020-08-04,Delivered,Two-day,19070.41
ORD0002323,CUST000297,2020-12-02,Delivered,Standard,132008.91
ORD0002324,CUST001621,2022-07-09,Shipped,Express,40779.23
ORD0002325,CUST000042,2022-08-12,Delivered,Standard,78409.7
ORD0002326,CUST000033,2021-10-05,Delivered,Standard,16116.79
ORD0002327,CUST001300,2022-04-12,Delivered,Standard,67012.27
ORD0002328,CUST000616,2020-09-04,Processing,Two-day,79513.72
ORD0002329,CUST000948,2023-01-02,Delivered,Standard,116624.19
ORD0002330,CUST001548,2022-01-03,Delivered,Express,58886.16
ORD0002331,CUST000160,2024-04-26,Delivered,Standard,84761.63
ORD0002332,CUST001953,2021-03-01,Delivered,Express,75618.34
ORD0002333,CUST001732,2022-07-14,Delivered,Standard,211972.7
ORD0002334,CUST002447,2021-09-23,Delivered,Standard,15060.35
ORD0002335,CUST001843,2022-08-06,Delivered,Standard,42094.29
ORD0002336,CUST001798,2021-06-26,Returned,Standard,82660.8
ORD0002337,CUST001733,2020-09-02,Delivered,Standard,67551.83
ORD0002338,CUST000581,2020-07-04,Delivered,Standard,45739.24
ORD0002339,CUST000220,2020-11-18,Cancelled,Express,55895.0
ORD0002340,CUST000379,2024-07-11,Delivered,Standard,54947.9
ORD0002341,CUST001750,2023-11-06,Cancelled,Standard,91609.0
ORD0002342,CUST001471,2021-09-15,Cancelled,Express,66346.05
ORD0002343,CUST000964,2024-08-19,Delivered,Standard,65683.14
ORD0002344,CUST001170,2023-12-14,Delivered,Standard,23872.35
ORD0002345,CUST000233,2023-11-28,Delivered,Standard,14069.18
ORD0002346,CUST001395,2023-05-20,Shipped,Two-day,42186.98
ORD0002347,CUST000922,2020-03-23,Delivered,Standard,30791.86
ORD0002348,CUST002282,2021-03-16,Delivered,Standard,80413.04
ORD0002349,CUST000367,2021-11-02,Delivered,Standard,2179.39
ORD0002350,CUST000481,2020-10-30,Processing,Standard,15033.67
ORD0002351,CUST001597,2020-07-05,Processing,Standard,13487.74
ORD0002352,CUST001119,2023-12-27,Processing,Standard,89059.56
ORD0002353,CUST001866,2021-05-23,Delivered,Standard,91708.05
ORD0002354,CUST002035,2021-12-29,Delivered,Standard,110389.89
ORD0002355,CUST000216,2022-03-22,Delivered,Standard,106109.13
ORD0002356,CUST000725,2022-11-17,Delivered,Standard,53938.79
ORD0002357,CUST001840,2020-04-10,Delivered,Standard,61237.24
ORD0002358,CUST000712,2023-10-18,Delivered,Standard,134510.77
ORD0002359,CUST001888,2021-09-04,Delivered,Standard,63397.2
ORD0002360,CUST001826,2021-06-16,Processing,Standard,72871.12
ORD0002361,CUST000985,2024-08-06,Delivered,Standard,66847.98
ORD0002362,CUST001159,2020-12-22,Processing,Standard,34535.4
ORD0002363,CUST001107,2020-03-04,Delivered,Standard,336.01
ORD0002364,CUST000391,2022-04-08,Delivered,Express,109999.89
ORD0002365,CUST001071,2022-07-15,Delivered,Two-day,82572.9
ORD0002366,CUST000392,2023-02-12,Delivered,Standard,40295.76
ORD0002367,CUST000385,2024-03-12,Delivered,Standard,98139.81
ORD0002368,CUST002429,2023-01-31,Delivered,Standard,7912.38
ORD0002369,CUST001283,2021-05-26,Cancelled,Standard,84967.02
ORD0002370,CUST000934,2020-07-12,Returned,Express,14341.62
ORD0002371,CUST001971,2022-08-04,Delivered,Standard,48826.0
ORD0002372,CUST000399,2020-07-27,Cancelled,Standard,33715.0
