payment_id,order_id,payment_method,payment_status,paid_amount,transaction_fee,payment_date
PAY00002750,ORD0002750,Credit Card,Success,14069.12,6.09,2023-01-22
PAY00002751,ORD0002751,UPI,Success,102151.89,0.0,2022-03-05
PAY00002752,ORD0002752,UPI,Success,125641.0,0.0,2021-01-16
PAY00002753,ORD0002753,Credit Card,Success,43087.06,21.25,2022-02-02
PAY00002754,ORD0002754,Debit Card,Success,13615.99,8.38,2022-02-21
PAY00002755,ORD0002755,Debit Card,Success,61999.0,33.3,2022-01-30
PAY00002756,ORD0002756,UPI,Success,175856.27,0.0,2021-01-18
PAY00002757,ORD0002757,Debit Card,Success,1232.62,11.1,2022-07-03
PAY00002758,ORD0002758,Debit Card,Success,54252.56,31.52,2020-04-04
PAY00002759,ORD0002759,UPI,Success,181184.52,0.0,2021-06-23
PAY00002760,ORD0002760,UPI,Success,47469.67,0.0,2022-06-20
PAY00002761,ORD0002761,Debit Card,Success,51414.04,48.38,2022-08-14
PAY00002762,ORD0002762,Debit Card,Refunded,23109.71,29.42,2021-06-26
PAY00002763,ORD0002763,UPI,Success,88316.08,0.0,2021-04-09
PAY00002764,ORD0002764,Wallet,Failed,58129.12,6.49,2021-07-06
PAY00002765,ORD0002765,Credit Card,Success,62003.85,33.67,2023-03-01
PAY00002766,ORD0002766,Netbanking,Success,89751.43,19.95,2020-05-07
PAY00002767,ORD0002767,Wallet,Success,4725.99,37.07,2020-11-09
PAY00002768,ORD0002768,Debit Card,Success,91653.73,48.16,2024-03-20
PAY00002769,ORD0002769,Credit Card,Success,90941.14,19.13,2023-11-28
PAY00002770,ORD0002770,Netbanking,Success,57188.79,38.43,2023-09-30
PAY00002771,ORD0002771,Debit Card,Success,19075.52,36.21,2020-07-19
PAY00002772,ORD0002772,Debit Card,Failed,103893.36,38.05,2020-06-25
PAY00002773,ORD0002773,UPI,Success,38382.36,0.0,2023-09-30
PAY00002774,ORD0002774,Credit Card,Success,16911.95,12.75,2021-12-05
PAY00002775,ORD0002775,Credit Card,Success,119595.05,33.93,2024-07-14
PAY00002776,ORD0002776,UPI,Success,26759.36,0.0,2023-01-16
PAY00002777,ORD0002777,Credit Card,Refunded,14237.32,15.32,2022-04-27
PAY00002778,ORD0002778,UPI,Success,84899.76,0.0,2024-04-01
PAY00002779,ORD0002779,Debit Card,Success,27311.56,15.07,2023-04-26
PAY00002780,ORD0002780,Credit Card,Success,48112.02,29.42,2021-04-11
PAY00002781,ORD0002781,Netbanking,Success,91559.72,8.37,2023-02-09
PAY00002782,ORD0002782,Debit Card,Success,83527.29,10.2,2020-05-06
PAY00002783,ORD0002783,Credit Card,Refunded,62921.14,39.7,2022-03-04
PAY00002784,ORD0002784,Netbanking,Success,16164.87,17.38,2024-08-03
PAY00002785,ORD0002785,Credit Card,Failed,10357.92,48.94,2022-12-08
PAY00002786,ORD0002786,Credit Card,Success,56271.56,43.41,2022-05-10
PAY00002787,ORD0002787,Debit Card,Success,78962.09,44.87,2023-01-05
PAY00002788,ORD0002788,Wallet,Success,79159.35,10.6,2023-11-11
PAY00002789,ORD0002789,Credit Card,Success,133393.99,28.53,2022-09-02
PAY00002790,ORD0002790,Wallet,Success,81383.44,5.11,2023-03-21
PAY00002791,ORD0002791,Credit Card,Success,9887.75,24.45,2021-04-29
PAY00002792,ORD0002792,UPI,Success,71645.04,0.0,2022-09-06
PAY00002793,ORD0002793,Debit Card,Success,40004.95,11.93,2021-09-05
PAY00002794,ORD0002794,Credit Card,Success,51799.27,17.86,2020-06-11
PAY00002795,ORD0002795,Debit Card,Success,111810.15,30.79,2022-03-19
PAY00002796,ORD0002796,Credit Card,Success,88608.17,24.62,2024-01-06
PAY00002797,ORD0002797,Credit Card,Success,9665.69,18.53,2020-03-14
PAY00002798,ORD0002798,UPI,Success,1775.67,0.0,2022-10-29
PAY00002799,ORD0002799,Wallet,Success,115368.27,21.5,2023-03-15
PAY00002800,ORD0002800,Debit Card,Success,78732.24,36.65,2022-11-28
PAY00002801,ORD0002801,Wallet,Success,33357.05,49.44,2024-06-27
PAY00002802,ORD0002802,UPI,Success,64294.39,0.0,2023-03-18
PAY00002803,ORD0002803,Credit Card,Success,124456.38,47.54,2023-10-21
PAY00002804,ORD0002804,Wallet,Refunded,108328.98,30.95,2023-06-25
PAY00002805,ORD0002805,Credit Card,Success,13337.59,31.75,2020-10-31
PAY00002806,ORD0002806,Debit Card,Success,50415.42,8.95,2020-09-07
PAY00002807,ORD0002807,Debit Card,Success,26896.61,34.38,2024-04-02
PAY00002808,ORD0002808,Debit Card,Failed,86235.36,33.04,2022-07-11
PAY00002809,ORD0002809,UPI,Success,36343.09,0.0,2020-12-22
PAY00002810,ORD0002810,Credit Card,Success,13415.59,32.41,2020-12-10
PAY00002811,ORD0002811,UPI,Success,11432.42,0.0,2021-03-09
PAY00002812,ORD0002812,Debit Card,Success,35698.73,39.77,2024-07-17
PAY00002813,ORD0002813,Credit Card,Success,104005.94,39.83,2021-02-02
PAY00002814,ORD0002814,Wallet,Success,32654.88,36.54,2020-09-16
PAY00002815,ORD0002815,Debit Card,Refunded,21380.4,26.28,2020-03-29
PAY00002816,ORD0002816,UPI,Success,13794.17,0.0,2022-05-19
PAY00002817,ORD0002817,Credit Card,Success,15337.22,38.51,2020-06-12
PAY00002818,ORD0002818,Wallet,Success,8018.29,25.15,2023-11-04
PAY00002819,ORD0002819,Credit Card,Success,29482.64,45.9,2022-06-13
PAY00002820,ORD0002820,Cash on Delivery,Success,2049.9,27.09,2021-02-21
PAY00002821,ORD0002821,UPI,Success,33053.87,0.0,2024-08-12
PAY00002822,ORD0002822,UPI,Success,50372.53,0.0,2023-07-11
PAY00002823,ORD0002823,Credit Card,Success,85372.47,37.38,2020-11-01
PAY00002824,ORD0002824,UPI,Success,182636.15,0.0,2023-05-04
PAY00002825,ORD0002825,Wallet,Success,35028.37,28.74,2021-06-16
PAY00002826,ORD0002826,Credit Card,Success,71279.45,42.33,2021-10-20
PAY00002827,ORD0002827,Debit Card,Success,35895.13,6.77,2024-01-31
PAY00002828,ORD0002828,Credit Card,Success,123541.64,19.19,2024-07-11
PAY00002829,ORD0002829,UPI,Success,35769.22,0.0,2020-05-20
PAY00002830,ORD0002830,Debit Card,Success,16820.85,49.99,2020-06-29
PAY00002831,ORD0002831,Wallet,Success,86618.76,32.63,2022-03-09
PAY00002832,ORD0002832,Credit Card,Success,7279.41,27.38,2023-02-14
PAY00002833,ORD0002833,Credit Card,Success,70107.14,25.63,2022-03-27
PAY00002834,ORD0002834,Credit Card,Success,99080.82,35.79,2023-02-04
PAY00002835,ORD0002835,Credit Card,Success,95988.81,36.64,2021-10-30
PAY00002836,ORD0002836,UPI,Success,20221.52,0.0,2021-07-22
PAY00002837,ORD0002837,Debit Card,Success,62138.39,9.67,2022-12-03
PAY00002838,ORD0002838,Debit Card,Success,61325.96,9.39,2022-07-27
PAY00002839,ORD0002839,Debit Card,Success,96595.6,9.4,2020-01-27
PAY00002840,ORD0002840,Credit Card,Success,56327.39,34.06,2024-06-02
PAY00002841,ORD0002841,Netbanking,Success,20080.07,46.71,2023-12-06
PAY00002842,ORD0002842,Credit Card,Failed,54329.03,47.54,2023-07-03
PAY00002843,ORD0002843,UPI,Success,30332.78,0.0,2023-04-20
PAY00002844,ORD0002844,Debit Card,Success,62545.89,39.66,2022-12-06
PAY00002845,ORD0002845,Debit Card,Success,80764.62,13.62,2024-05-22
PAY00002846,ORD0002846,UPI,Success,30609.55,0.0,2022-05-11
PAY00002847,ORD0002847,Netbanking,Success,25736.99,11.68,2020-08-20
PAY00002848,ORD0002848,Credit Card,Success,37238.75,8.96,2022-04-30
PAY00002849,ORD0002849,UPI,Success,24743.24,0.0,2020-11-03
PAY00002850,ORD0002850,Credit Card,Success,119216.27,32.42,2020-10-31
PAY00002851,ORD0002851,UPI,Success,69217.94,0.0,2023-03-06
PAY00002852,ORD0002852,Wallet,Success,58083.46,44.8,2023-04-19
PAY00002853,ORD0002853,Debit Card,Success,104355.81,12.76,2023-04-12
PAY00002854,ORD0002854,Debit Card,Success,22551.28,26.42,2024-04-03
PAY00002855,ORD0002855,Credit Card,Success,79599.04,19.99,2020-07-26
PAY00002856,ORD0002856,Wallet,Success,24503.32,25.0,2020-08-08
PAY00002857,ORD0002857,Wallet,Success,48326.75,28.79,2023-02-28
PAY00002858,ORD0002858,UPI,Success,70433.73,0.0,2024-05-18
PAY00002859,ORD0002859,Credit Card,Success,129238.54,40.49,2020-07-26
PAY00002860,ORD0002860,Credit Card,Success,38507.6,29.51,2024-05-29
PAY00002861,ORD0002861,Wallet,Success,12936.73,46.54,2021-08-08
PAY00002862,ORD0002862,Credit Card,Success,91182.05,10.36,2023-01-05
PAY00002863,ORD0002863,Credit Card,Success,35479.84,19.58,2021-12-05
PAY00002864,ORD0002864,UPI,Success,18429.46,0.0,2022-04-24
PAY00002865,ORD0002865,Debit Card,Success,60347.58,36.98,2021-06-24
PAY00002866,ORD0002866,Credit Card,Success,58526.3,36.75,2022-02-25
PAY00002867,ORD0002867,Wallet,Success,9481.2,29.67,2023-09-06
PAY00002868,ORD0002868,Credit Card,Success,12844.51,27.01,2022-09-24
PAY00002869,ORD0002869,Credit Card,Success,92649.59,21.71,2023-03-20
PAY00002870,ORD0002870,Wallet,Success,37022.64,46.39,2023-06-03
PAY00002871,ORD0002871,UPI,Success,1344.32,0.0,2022-08-28
PAY00002872,ORD0002872,Debit Card,Success,92585.87,31.76,2020-03-18
PAY00002873,ORD0002873,Debit Card,Success,87579.9,46.13,2020-12-19
PAY00002874,ORD0002874,Debit Card,Success,16347.53,38.89,2021-07-20
PAY00002875,ORD0002875,Debit Card,Refunded,109973.17,42.2,2022-04-05
PAY00002876,ORD0002876,Credit Card,Success,87619.55,47.22,2020-10-21
PAY00002877,ORD0002877,Netbanking,Success,148697.28,31.55,2023-06-22
PAY00002878,ORD0002878,Credit Card,Success,12169.6,10.73,2023-06-01
PAY00002879,ORD0002879,Credit Card,Success,58105.55,37.86,2023-10-30
PAY00002880,ORD0002880,Credit Card,Success,41870.69,49.08,2023-11-22
PAY00002881,ORD0002881,UPI,Refunded,54890.75,0.0,2022-04-05
PAY00002882,ORD0002882,Wallet,Success,74161.94,44.61,2020-03-20
PAY00002883,ORD0002883,UPI,Success,151606.22,0.0,2022-03-21
PAY00002884,ORD0002884,Debit Card,Success,39753.19,6.69,2021-11-09
PAY00002885,ORD0002885,Debit Card,Success,77694.58,38.64,2023-11-15
PAY00002886,ORD0002886,Credit Card,Success,32659.41,6.89,2021-05-01
PAY00002887,ORD0002887,Credit Card,Success,8620.17,47.7,2020-04-14
PAY00002888,ORD0002888,Credit Card,Failed,19378.73,28.94,2024-03-11
PAY00002889,ORD0002889,UPI,Success,62791.95,0.0,2022-09-04
PAY00002890,ORD0002890,Debit Card,Success,58021.88,14.88,2021-07-04
PAY00002891,ORD0002891,UPI,Success,13550.9,0.0,2022-02-04
PAY00002892,ORD0002892,UPI,Success,86575.28,0.0,2020-02-15
PAY00002893,ORD0002893,Netbanking,Success,3369.19,15.41,2021-11-25
PAY00002894,ORD0002894,Debit Card,Success,98010.27,6.83,2024-08-02
PAY00002895,ORD0002895,Credit Card,Success,88969.97,10.65,2024-06-17
PAY00002896,ORD0002896,Credit Card,Success,83984.63,22.8,2021-09-14
PAY00002897,ORD0002897,Credit Card,Success,18212.33,24.78,2021-10-02
PAY00002898,ORD0002898,Credit Card,Success,151881.04,24.3,2021-07-28
PAY00002899,ORD0002899,UPI,Refunded,46920.99,0.0,2022-10-04
PAY00002900,ORD0002900,Debit Card,Success,3248.39,41.02,2023-11-27
PAY00002901,ORD0002901,Wallet,Success,16898.69,35.62,2023-11-03
PAY00002902,ORD0002902,Credit Card,Success,30989.77,8.21,2020-07-23
PAY00002903,ORD0002903,Netbanking,Success,38301.78,23.96,2021-04-13
PAY00002904,ORD0002904,Credit Card,Success,16547.89,23.35,2020-10-04
PAY00002905,ORD0002905,Cash on Delivery,Success,71137.18,44.67,2021-09-11
PAY00002906,ORD0002906,Credit Card,Success,2881.04,38.54,2024-03-04
PAY00002907,ORD0002907,Credit Card,Success,3240.27,47.67,2022-06-26
PAY00002908,ORD0002908,UPI,Failed,53330.67,0.0,2024-05-05
PAY00002909,ORD0002909,Debit Card,Success,17113.45,36.35,2024-08-22
PAY00002910,ORD0002910,Netbanking,Success,33924.44,32.77,2021-10-21
PAY00002911,ORD0002911,Credit Card,Success,16311.65,13.38,2021-07-05
PAY00002912,ORD0002912,UPI,Success,41662.22,0.0,2024-02-03
PAY00002913,ORD0002913,Debit Card,Success,72726.92,11.18,2022-05-07
PAY00002914,ORD0002914,Wallet,Success,2096.81,33.11,2023-05-25
PAY00002915,ORD0002915,Credit Card,Success,5970.53,10.38,2023-08-15
PAY00002916,ORD0002916,Wallet,Success,419.48,19.68,2020-07-02
PAY00002917,ORD0002917,Credit Card,Success,85908.75,14.62,2021-01-22
PAY00002918,ORD0002918,Wallet,Success,42192.84,32.64,2022-06-23
PAY00002919,ORD0002919,Netbanking,Success,13136.16,32.03,2021-03-09
PAY00002920,ORD0002920,Credit Card,Success,58697.52,21.6,2024-08-16
PAY00002921,ORD0002921,Debit Card,Success,115835.68,11.77,2022-04-15
PAY00002922,ORD0002922,Wallet,Success,6236.13,44.82,2024-02-26
PAY00002923,ORD0002923,Credit Card,Success,110186.0,21.43,2022-09-20
PAY00002924,ORD0002924,Credit Card,Refunded,7881.06,22.42,2024-04-06
PAY00002925,ORD0002925,Credit Card,Success,105147.42,16.2,2022-11-27
PAY00002926,ORD0002926,UPI,Success,1886.99,0.0,2022-02-05
PAY00002927,ORD0002927,Credit Card,Success,15435.88,8.77,2024-08-09
PAY00002928,ORD0002928,Credit Card,Success,68245.15,36.5,2020-04-28
PAY00002929,ORD0002929,Credit Card,Success,25135.75,42.51,2022-11-22
PAY00002930,ORD0002930,UPI,Success,175454.68,0.0,2024-06-12
PAY00002931,ORD0002931,Wallet,Success,119581.11,42.26,2020-11-23
PAY00002932,ORD0002932,Wallet,Success,137948.3,8.22,2020-05-14
PAY00002933,ORD0002933,UPI,Success,65291.57,0.0,2021-09-30
PAY00002934,ORD0002934,Credit Card,Success,50794.28,27.4,2023-12-27
PAY00002935,ORD0002935,Credit Card,Success,72268.76,33.87,2022-11-04
PAY00002936,ORD0002936,UPI,Success,103913.27,0.0,2022-04-09
PAY00002937,ORD0002937,Wallet,Success,65144.37,23.95,2020-10-04
PAY00002938,ORD0002938,UPI,Success,41800.54,0.0,2024-05-20
PAY00002939,ORD0002939,Wallet,Success,26622.65,11.17,2022-12-09
PAY00002940,ORD0002940,UPI,Success,92787.53,0.0,2023-03-11
PAY00002941,ORD0002941,Wallet,Failed,69642.33,32.27,2020-03-01
PAY00002942,ORD0002942,Debit Card,Success,140925.58,49.14,2020-12-21
PAY00002943,ORD0002943,Credit Card,Success,45100.37,48.24,2021-02-01
PAY00002944,ORD0002944,Credit Card,Success,29420.06,40.64,2021-02-16
PAY00002945,ORD0002945,Debit Card,Success,46608.87,46.25,2020-04-29
PAY00002946,ORD0002946,Credit Card,Success,109787.7,39.71,2021-05-25
PAY00002947,ORD0002947,UPI,Failed,91091.59,0.0,2020-03-12
PAY00002948,ORD0002948,Credit Card,Success,113142.96,5.76,2022-07-26
PAY00002949,ORD0002949,Debit Card,Success,19112.79,43.19,2020-04-15
PAY00002950,ORD0002950,UPI,Success,54972.09,0.0,2022-01-11
PAY00002951,ORD0002951,Credit Card,Success,80888.85,45.34,2023-12-14
PAY00002952,ORD0002952,Debit Card,Success,94344.83,20.28,2021-02-14
PAY00002953,ORD0002953,Debit Card,Success,34481.48,45.34,2021-07-18
PAY00002954,ORD0002954,UPI,Success,77568.95,0.0,2022-01-25
PAY00002955,ORD0002955,Wallet,Success,13340.54,6.98,2024-08-15
PAY00002956,ORD0002956,Debit Card,Success,72894.63,19.49,2022-08-11
PAY00002957,ORD0002957,Cash on Delivery,Success,13985.18,11.36,2022-10-31
PAY00002958,ORD0002958,Credit Card,Success,63102.99,36.64,2022-03-24
PAY00002959,ORD0002959,Wallet,Success,120674.95,13.2,2023-07-27
PAY00002960,ORD0002960,Debit Card,Success,20907.64,30.05,2020-09-10
PAY00002961,ORD0002961,Wallet,Success,610.95,10.42,2023-10-29
PAY00002962,ORD0002962,UPI,Success,26330.78,0.0,2020-03-07
PAY00002963,ORD0002963,Debit Card,Success,24365.02,32.03,2021-05-12
PAY00002964,ORD0002964,Debit Card,Success,370.3,30.61,2022-02-03
PAY00002965,ORD0002965,Credit Card,Success,46521.08,46.88,2022-10-02
PAY00002966,ORD0002966,Debit Card,Success,54684.15,5.71,2023-05-05
PAY00002967,ORD0002967,Debit Card,Success,79633.24,26.23,2022-07-02
PAY00002968,ORD0002968,Credit Card,Success,61199.82,5.01,2021-01-02
PAY00002969,ORD0002969,Credit Card,Success,74096.77,6.53,2022-08-30
PAY00002970,ORD0002970,Credit Card,Success,86155.56,34.84,2023-04-16
PAY00002971,ORD0002971,UPI,Success,44653.27,0.0,2023-02-05
PAY00002972,ORD0002972,Debit Card,Success,72871.22,41.81,2021-12-17
PAY00002973,ORD0002973,Wallet,Success,22230.52,21.24,2021-12-10
PAY00002974,ORD0002974,UPI,Success,15308.8,0.0,2020-12-03
PAY00002975,ORD0002975,Debit Card,Refunded,92274.47,21.98,2021-06-13
PAY00002976,ORD0002976,UPI,Success,20040.42,0.0,2024-03-13
PAY00002977,ORD0002977,Wallet,Success,22782.48,21.23,2023-11-14
PAY00002978,ORD0002978,Wallet,Success,138978.93,15.29,2020-07-05
PAY00002979,ORD0002979,Debit Card,Success,80502.55,44.71,2021-08-07
PAY00002980,ORD0002980,UPI,Success,35362.2,0.0,2020-02-29
PAY00002981,ORD0002981,Debit Card,Success,35263.64,17.25,2022-03-05
PAY00002982,ORD0002982,Wallet,Success,92758.03,28.57,2020-04-11
PAY00002983,ORD0002983,Credit Card,Success,43992.07,12.54,2020-12-03
PAY00002984,ORD0002984,Credit Card,Refunded,78803.43,35.3,2023-03-21
PAY00002985,ORD0002985,Wallet,Success,24438.8,13.64,2024-05-17
PAY00002986,ORD0002986,Debit Card,Success,11327.33,41.09,2021-03-16
PAY00002987,ORD0002987,Wallet,Success,93089.93,39.52,2021-03-30
PAY00002988,ORD0002988,UPI,Failed,29577.64,0.0,2023-08-22
PAY00002989,ORD0002989,UPI,Success,66878.52,0.0,2021-04-06
PAY00002990,ORD0002990,Credit Card,Success,26396.79,7.88,2023-10-19
PAY00002991,ORD0002991,Credit Card,Success,16791.12,22.47,2021-02-28
PAY00002992,ORD0002992,Debit Card,Success,62291.33,9.8,2021-07-07
PAY00002993,ORD0002993,Credit Card,Success,59243.07,23.71,2023-08-30
PAY00002994,ORD0002994,UPI,Success,1646.7,0.0,2022-04-19
PAY00002995,ORD0002995,UPI,Success,21826.8,0.0,2022-11-17
PAY00002996,ORD0002996,Wallet,Success,99911.9,23.65,2020-02-11
PAY00002997,ORD0002997,Credit Card,Failed,33142.78,39.01,2024-05-21
PAY00002998,ORD0002998,Credit Card,Success,67902.26,15.65,2024-04-24
PAY00002999,ORD0002999,Credit Card,Success,2676.09,42.26,2023-11-01
PAY00003000,ORD0003000,Debit Card,Failed,106402.53,48.71,2020-01-20
PAY00003001,ORD0003001,Credit Card,Success,12566.85,48.26,2022-08-30
PAY00003002,ORD0003002,Debit Card,Success,58958.14,6.77,2020-09-28
PAY00003003,ORD0003003,Debit Card,Success,59815.52,26.46,2023-08-22
PAY00003004,ORD0003004,Wallet,Success,24540.19,15.27,2020-12-22
PAY00003005,ORD0003005,Credit Card,Success,79852.94,5.53,2023-05-16
PAY00003006,ORD0003006,Netbanking,Success,36203.91,24.13,2024-06-29
PAY00003007,ORD0003007,Debit Card,Success,25589.06,35.75,2020-01-19
PAY00003008,ORD0003008,Wallet,Success,34412.77,6.15,2021-04-03
PAY00003009,ORD0003009,UPI,Success,5966.39,0.0,2021-06-04
PAY00003010,ORD0003010,Credit Card,Success,744.83,8.11,2023-06-01
PAY00003011,ORD0003011,Wallet,Success,61186.48,33.59,2024-07-08
PAY00003012,ORD0003012,Wallet,Success,18617.22,27.05,2021-09-21
PAY00003013,ORD0003013,Cash on Delivery,Success,73318.58,35.25,2024-01-02
PAY00003014,ORD0003014,Credit Card,Failed,135331.52,9.89,2023-12-26
PAY00003015,ORD0003015,UPI,Success,13528.21,0.0,2023-08-10
PAY00003016,ORD0003016,Credit Card,Success,92159.57,16.35,2021-07-21
PAY00003017,ORD0003017,Wallet,Success,34420.07,5.11,2022-05-20
PAY00003018,ORD0003018,Debit Card,Success,61490.8,44.69,2022-02-10
PAY00003019,ORD0003019,Netbanking,Success,60809.46,21.68,2021-12-15
PAY00003020,ORD0003020,Credit Card,Failed,54662.42,46.4,2022-07-31
PAY00003021,ORD0003021,Debit Card,Success,39778.01,28.56,2021-05-31
PAY00003022,ORD0003022,Credit Card,Success,71157.95,11.51,2021-03-26
PAY00003023,ORD0003023,Wallet,Success,28547.37,38.12,2022-08-16
PAY00003024,ORD0003024,UPI,Success,41616.21,0.0,2021-09-13
PAY00003025,ORD0003025,Credit Card,Success,169217.55,36.4,2023-10-21
PAY00003026,ORD0003026,Debit Card,Success,58439.04,44.78,2022-12-03
PAY00003027,ORD0003027,Cash on Delivery,Success,23953.09,11.51,2024-08-17
PAY00003028,ORD0003028,Debit Card,Success,167175.71,11.26,2023-07-01
PAY00003029,ORD0003029,Credit Card,Success,64813.82,7.17,2022-03-24
PAY00003030,ORD0003030,Netbanking,Success,5950.75,25.58,2023-04-16
PAY00003031,ORD0003031,Netbanking,Success,68623.15,15.84,2020-07-29
PAY00003032,ORD0003032,UPI,Success,105830.41,0.0,2020-01-20
PAY00003033,ORD0003033,Debit Card,Success,91411.8,11.27,2022-11-15
PAY00003034,ORD0003034,Wallet,Success,56786.26,49.31,2023-09-20
PAY00003035,ORD0003035,Cash on Delivery,Success,27675.68,34.47,2022-02-08
PAY00003036,ORD0003036,Cash on Delivery,Success,17930.44,18.87,2023-02-23
PAY00003037,ORD0003037,UPI,Success,69274.06,0.0,2023-08-18
PAY00003038,ORD0003038,Credit Card,Success,92970.31,38.79,2023-05-05
PAY00003039,ORD0003039,UPI,Success,26366.44,0.0,2023-06-04
PAY00003040,ORD0003040,Credit Card,Success,899.71,45.26,2021-08-04
PAY00003041,ORD0003041,UPI,Success,46354.66,0.0,2021-09-03
PAY00003042,ORD0003042,Credit Card,Refunded,19936.57,14.64,2023-11-04
PAY00003043,ORD0003043,Credit Card,Success,1190.7,5.89,2020-08-13
PAY00003044,ORD0003044,Wallet,Success,1462.95,41.01,2022-09-13
PAY00003045,ORD0003045,UPI,Failed,102.51,0.0,2020-05-10
PAY00003046,ORD0003046,UPI,Success,55850.48,0.0,2021-11-21
PAY00003047,ORD0003047,Credit Card,Success,46268.11,31.68,2021-07-24
PAY00003048,ORD0003048,UPI,Success,28287.63,0.0,2023-08-05
PAY00003049,ORD0003049,UPI,Success,34414.82,0.0,2021-10-27
PAY00003050,ORD0003050,Netbanking,Success,26627.71,42.31,2021-07-24
PAY00003051,ORD0003051,UPI,Refunded,35889.89,0.0,2021-06-19
PAY00003052,ORD0003052,Wallet,Success,37175.17,49.99,2023-09-06
PAY00003053,ORD0003053,UPI,Success,2120.73,0.0,2023-12-30
PAY00003054,ORD0003054,Debit Card,Success,39282.17,12.77,2023-08-27
PAY00003055,ORD0003055,Credit Card,Success,40602.69,42.5,2021-09-05
PAY00003056,ORD0003056,Netbanking,Success,18739.33,23.84,2021-01-23
PAY00003057,ORD0003057,Netbanking,Success,38616.32,28.55,2020-11-05
PAY00003058,ORD0003058,Credit Card,Success,36183.42,36.37,2022-11-29
PAY00003059,ORD0003059,Netbanking,Success,11992.74,9.32,2024-04-18
PAY00003060,ORD0003060,Debit Card,Success,45142.15,12.43,2021-05-09
PAY00003061,ORD0003061,Credit Card,Success,107126.03,14.47,2020-04-30
PAY00003062,ORD0003062,Wallet,Success,18163.79,16.44,2024-07-10
PAY00003063,ORD0003063,UPI,Success,98662.79,0.0,2024-07-04
PAY00003064,ORD0003064,Debit Card,Success,74904.72,40.35,2024-07-18
PAY00003065,ORD0003065,Debit Card,Success,26632.2,37.92,2023-05-13
PAY00003066,ORD0003066,Netbanking,Success,24505.54,11.08,2022-04-11
PAY00003067,ORD0003067,Debit Card,Failed,37515.06,23.9,2023-09-15
PAY00003068,ORD0003068,Debit Card,Success,79411.74,39.29,2021-10-16
PAY00003069,ORD0003069,Debit Card,Success,27127.38,20.7,2023-10-26
PAY00003070,ORD0003070,Netbanking,Success,41871.1,16.51,2020-10-13
PAY00003071,ORD0003071,UPI,Success,30953.09,0.0,2024-01-20
PAY00003072,ORD0003072,Netbanking,Success,71223.23,31.27,2020-02-26
PAY00003073,ORD0003073,UPI,Success,226.76,0.0,2023-09-08
PAY00003074,ORD0003074,Wallet,Success,110166.96,22.08,2022-10-19
PAY00003075,ORD0003075,Debit Card,Refunded,28153.48,25.11,2021-08-30
PAY00003076,ORD0003076,UPI,Success,89856.07,0.0,2021-06-17
PAY00003077,ORD0003077,Credit Card,Success,16239.52,48.37,2022-05-11
PAY00003078,ORD0003078,Credit Card,Success,115414.02,41.77,2022-04-09
PAY00003079,ORD0003079,Credit Card,Failed,33299.92,11.73,2022-03-06
PAY00003080,ORD0003080,Netbanking,Success,38131.31,9.98,2024-02-20
PAY00003081,ORD0003081,Credit Card,Success,85132.22,24.89,2020-03-15
PAY00003082,ORD0003082,Debit Card,Success,5975.43,29.19,2023-04-12
PAY00003083,ORD0003083,Netbanking,Success,81914.99,13.22,2023-12-25
PAY00003084,ORD0003084,Debit Card,Success,59099.29,32.04,2023-03-21
PAY00003085,ORD0003085,Wallet,Success,95896.13,28.77,2024-07-29
PAY00003086,ORD0003086,Credit Card,Success,29941.8,24.25,2021-01-25
PAY00003087,ORD0003087,Debit Card,Success,67775.1,16.11,2021-12-03
PAY00003088,ORD0003088,Debit Card,Failed,21010.75,23.55,2024-01-28
PAY00003089,ORD0003089,UPI,Success,85065.47,0.0,2024-01-03
PAY00003090,ORD0003090,Credit Card,Success,55434.65,23.45,2021-04-02
PAY00003091,ORD0003091,UPI,Success,145687.26,0.0,2023-11-09
PAY00003092,ORD0003092,Credit Card,Failed,87825.95,5.76,2023-01-01
PAY00003093,ORD0003093,UPI,Success,118304.47,0.0,2023-08-02
PAY00003094,ORD0003094,Debit Card,Success,124349.03,16.1,2024-05-26
PAY00003095,ORD0003095,Credit Card,Success,26804.78,34.73,2022-09-05
PAY00003096,ORD0003096,Credit Card,Success,116558.42,29.18,2023-10-08
PAY00003097,ORD0003097,Wallet,Success,58844.4,31.75,2022-01-08
PAY00003098,ORD0003098,Netbanking,Success,91653.18,24.78,2022-11-07
PAY00003099,ORD0003099,Credit Card,Success,11023.41,39.44,2021-09-08
PAY00003100,ORD0003100,Debit Card,Success,28263.08,10.1,2020-12-15
PAY00003101,ORD0003101,Netbanking,Success,6779.01,25.38,2023-09-12
PAY00003102,ORD0003102,Debit Card,Success,99622.26,37.69,2023-02-19
PAY00003103,ORD0003103,UPI,Success,52414.23,0.0,2021-01-08
PAY00003104,ORD0003104,Debit Card,Success,11863.53,21.31,2021-08-25
PAY00003105,ORD0003105,Wallet,Success,9211.46,26.67,2020-07-18
PAY00003106,ORD0003106,Netbanking,Success,84124.95,6.21,2022-08-24
PAY00003107,ORD0003107,UPI,Success,129831.2,0.0,2020-09-23
PAY00003108,ORD0003108,Credit Card,Success,7154.14,38.42,2024-02-29
PAY00003109,ORD0003109,Credit Card,Failed,105150.0,42.63,2021-06-13
PAY00003110,ORD0003110,Credit Card,Success,60877.01,11.22,2024-01-29
