loyalty_txn_id,customer_id,points,txn_date,reason
LT0000983,CUST000646,299,2021-03-09,Order Earn
LT0000984,CUST000630,150,2022-04-30,Order Earn
LT0000985,CUST001781,432,2021-04-14,Order Redeem
LT0000986,CUST001091,380,2024-01-01,Promo Bonus
LT0000987,CUST001856,-30,2020-11-18,Order Redeem
LT0000988,CUST001840,-90,2022-05-20,Order Redeem
LT0000989,CUST001824,-67,2021-07-25,Promo Bonus
LT0000990,CUST001066,22,2023-05-26,Order Redeem
LT0000991,CUST000083,314,2021-02-05,Manual Adjust
LT0000992,CUST001211,354,2022-02-08,Manual Adjust
LT0000993,CUST000373,456,2023-04-05,Order Earn
LT0000994,CUST000520,-11,2020-04-20,Order Redeem
LT0000995,CUST002186,311,2020-08-19,Manual Adjust
LT0000996,CUST001617,-15,2023-08-23,Order Redeem
LT0000997,CUST000217,360,2022-11-26,Order Redeem
LT0000998,CUST002208,-12,2021-04-19,Order Redeem
LT0000999,CUST000986,-62,2020-04-13,Order Earn
LT0001000,CUST000990,5,2023-01-08,Order Earn
LT0001001,CUST001390,244,2022-12-11,Order Earn
LT0001002,CUST001064,289,2021-06-18,Promo Bonus
LT0001003,CUST002249,81,2020-10-05,Order Redeem
LT0001004,CUST000181,126,2022-05-25,Manual Adjust
LT0001005,CUST000841,327,2020-10-13,Order Redeem
LT0001006,CUST000367,253,2022-11-26,Order Redeem
LT0001007,CUST001812,317,2020-05-26,Manual Adjust
LT0001008,CUST002240,-21,2020-06-13,Promo Bonus
LT0001009,CUST001888,496,2020-12-03,Promo Bonus
LT0001010,CUST001384,-97,2020-03-02,Order Earn
LT0001011,CUST000048,262,2024-05-16,Order Earn
LT0001012,CUST000100,278,2024-07-16,Order Earn
LT0001013,CUST000343,81,2021-10-22,Order Redeem
LT0001014,CUST002400,-62,2020-06-15,Order Earn
LT0001015,CUST000780,375,2022-09-11,Order Earn
LT0001016,CUST001799,498,2024-05-23,Promo Bonus
LT0001017,CUST000235,-50,2024-05-31,Order Earn
LT0001018,CUST000614,348,2021-12-24,Promo Bonus
LT0001019,CUST001553,420,2023-10-08,Order Earn
LT0001020,CUST002065,240,2023-08-15,Promo Bonus
LT0001021,CUST001197,122,2021-06-18,Order Redeem
LT0001022,CUST000349,410,2023-01-22,Order Redeem
LT0001023,CUST002460,358,2023-09-30,Manual Adjust
LT0001024,CUST001177,449,2022-10-02,Order Earn
LT0001025,CUST000617,492,2020-12-25,Promo Bonus
LT0001026,CUST002054,-3,2023-06-27,Order Earn
LT0001027,CUST001287,391,2022-02-16,Manual Adjust
LT0001028,CUST000166,454,2022-11-04,Manual Adjust
LT0001029,CUST001915,120,2020-02-23,Order Earn
LT0001030,CUST002455,464,2020-04-10,Order Earn
LT0001031,CUST001071,337,2021-05-18,Manual Adjust
LT0001032,CUST001415,250,2023-07-27,Promo Bonus
LT0001033,CUST000364,-71,2022-01-10,Promo Bonus
LT0001034,CUST002172,-66,2020-11-03,Manual Adjust
LT0001035,CUST001548,211,2023-02-27,Order Earn
LT0001036,CUST000966,-9,2022-04-25,Order Redeem
LT0001037,CUST001104,117,2022-11-13,Order Redeem
LT0001038,CUST001318,353,2022-01-26,Order Earn
LT0001039,CUST001500,7,2021-09-27,Order Redeem
LT0001040,CUST002363,481,2022-02-07,Order Earn
LT0001041,CUST002264,313,2024-01-02,Order Earn
LT0001042,CUST001925,-23,2020-04-18,Manual Adjust
LT0001043,CUST000852,488,2021-05-07,Manual Adjust
LT0001044,CUST002467,1,2023-06-11,Manual Adjust
LT0001045,CUST001455,135,2024-05-29,Order Earn
LT0001046,CUST002154,2,2021-01-13,Order Redeem
LT0001047,CUST000265,171,2020-05-04,Promo Bonus
LT0001048,CUST000193,-21,2020-09-07,Manual Adjust
LT0001049,CUST001036,36,2022-12-18,Order Earn
LT0001050,CUST002277,388,2022-12-19,Order Earn
LT0001051,CUST001072,-18,2023-07-05,Promo Bonus
LT0001052,CUST000727,299,2023-01-26,Manual Adjust
LT0001053,CUST002042,141,2021-05-24,Order Redeem
LT0001054,CUST001549,134,2024-01-10,Order Redeem
LT0001055,CUST002165,-48,2023-08-19,Order Earn
LT0001056,CUST001638,473,2021-07-02,Order Redeem
LT0001057,CUST000635,218,2023-10-10,Order Earn
LT0001058,CUST000580,247,2023-11-27,Manual Adjust
LT0001059,CUST001209,233,2024-01-26,Order Redeem
LT0001060,CUST002137,169,2023-03-16,Promo Bonus
LT0001061,CUST001670,248,2021-09-01,Order Redeem
LT0001062,CUST000085,145,2021-05-12,Manual Adjust
LT0001063,CUST000535,440,2022-01-24,Manual Adjust
LT0001064,CUST000877,251,2020-08-01,Promo Bonus
LT0001065,CUST001032,150,2020-06-17,Manual Adjust
LT0001066,CUST000168,10,2024-08-10,Manual Adjust
LT0001067,CUST001195,163,2023-07-17,Manual Adjust
LT0001068,CUST000642,273,2021-12-27,Promo Bonus
LT0001069,CUST001191,21,2020-03-27,Order Redeem
LT0001070,CUST001652,461,2024-06-03,Order Redeem
LT0001071,CUST001512,425,2021-11-27,Order Redeem
LT0001072,CUST001204,79,2021-01-27,Order Earn
LT0001073,CUST000347,150,2022-08-20,Manual Adjust
LT0001074,CUST001261,8,2022-04-22,Promo Bonus
LT0001075,CUST001191,473,2022-11-16,Order Earn
LT0001076,CUST000926,21,2024-02-05,Order Earn
LT0001077,CUST001509,-1,2021-05-09,Order Redeem
LT0001078,CUST001129,154,2021-11-10,Order Redeem
LT0001079,CUST001908,257,2023-06-03,Order Earn
LT0001080,CUST001393,423,2020-03-17,Promo Bonus
LT0001081,CUST000236,92,2021-08-19,Order Redeem
LT0001082,CUST000839,-37,2021-03-18,Order Redeem
LT0001083,CUST001455,140,2021-02-01,Promo Bonus
LT0001084,CUST002405,448,2021-10-07,Order Earn
LT0001085,CUST001617,-75,2024-01-31,Order Redeem
LT0001086,CUST000580,-33,2024-07-08,Order Earn
LT0001087,CUST000369,297,2020-07-12,Manual Adjust
LT0001088,CUST002156,443,2022-08-13,Order Earn
LT0001089,CUST002230,266,2020-04-08,Order Redeem
LT0001090,CUST000988,145,2023-04-30,Order Earn
LT0001091,CUST000811,136,2022-10-05,Order Redeem
LT0001092,CUST000552,496,2022-04-09,Promo Bonus
LT0001093,CUST000925,286,2020-03-21,Manual Adjust
LT0001094,CUST000143,448,2024-01-21,Order Earn
LT0001095,CUST000344,250,2024-03-16,Manual Adjust
LT0001096,CUST001342,27,2022-03-08,Order Earn
LT0001097,CUST001892,51,2022-10-22,Manual Adjust
LT0001098,CUST002264,44,2024-01-15,Order Earn
LT0001099,CUST000044,121,2021-01-13,Order Redeem
LT0001100,CUST000109,159,2024-07-18,Order Earn
LT0001101,CUST002401,418,2020-08-06,Promo Bonus
LT0001102,CUST001700,136,2020-08-17,Order Redeem
LT0001103,CUST002447,118,2022-12-08,Order Earn
LT0001104,CUST001002,311,2023-11-10,Manual Adjust
LT0001105,CUST001368,150,2022-08-25,Manual Adjust
LT0001106,CUST001081,418,2024-02-02,Promo Bonus
LT0001107,CUST002442,470,2020-09-02,Manual Adjust
LT0001108,CUST000013,495,2023-06-25,Order Redeem
LT0001109,CUST001605,86,2022-01-23,Promo Bonus
LT0001110,CUST000549,426,2020-04-28,Order Earn
LT0001111,CUST001275,324,2023-05-21,Order Earn
LT0001112,CUST000505,93,2022-12-13,Promo Bonus
LT0001113,CUST000446,345,2023-01-09,Promo Bonus
LT0001114,CUST000926,-54,2021-04-18,Manual Adjust
LT0001115,CUST002171,59,2022-09-04,Promo Bonus
LT0001116,CUST000109,105,2023-04-16,Order Redeem
LT0001117,CUST001669,23,2021-02-02,Order Redeem
LT0001118,CUST000646,-17,2021-03-17,Order Redeem
LT0001119,CUST000302,109,2021-05-06,Manual Adjust
LT0001120,CUST001127,308,2021-11-17,Promo Bonus
LT0001121,CUST001714,340,2020-06-06,Order Earn
LT0001122,CUST001046,-31,2020-03-15,Promo Bonus
LT0001123,CUST000533,43,2022-11-30,Manual Adjust
LT0001124,CUST000176,58,2024-08-25,Promo Bonus
LT0001125,CUST000088,238,2024-05-12,Promo Bonus
LT0001126,CUST000974,325,2022-10-05,Manual Adjust
LT0001127,CUST001756,443,2022-06-10,Order Earn
LT0001128,CUST002128,320,2023-11-21,Order Earn
LT0001129,CUST000478,73,2024-03-08,Order Redeem
LT0001130,CUST001748,454,2024-05-17,Order Earn
LT0001131,CUST000173,112,2021-01-30,Order Earn
LT0001132,CUST002131,96,2021-02-20,Promo Bonus
LT0001133,CUST001600,133,2022-03-25,Order Earn
LT0001134,CUST000112,54,2022-03-02,Order Redeem
LT0001135,CUST001867,174,2020-05-28,Promo Bonus
LT0001136,CUST000872,116,2020-07-23,Order Redeem
LT0001137,CUST000896,326,2021-06-04,Promo Bonus
LT0001138,CUST001458,350,2020-04-16,Manual Adjust
LT0001139,CUST002086,57,2023-01-31,Order Redeem
LT0001140,CUST001787,83,2023-03-17,Order Earn
LT0001141,CUST001989,98,2023-07-06,Manual Adjust
LT0001142,CUST001739,157,2024-04-11,Order Redeem
LT0001143,CUST000864,50,2022-12-10,Promo Bonus
LT0001144,CUST001190,380,2024-03-15,Order Earn
LT0001145,CUST000475,0,2021-05-10,Promo Bonus
LT0001146,CUST002272,189,2020-01-11,Manual Adjust
LT0001147,CUST000795,444,2021-12-02,Promo Bonus
LT0001148,CUST000973,466,2022-09-03,Order Redeem
LT0001149,CUST001669,466,2020-04-04,Order Redeem
LT0001150,CUST000958,108,2023-08-14,Promo Bonus
LT0001151,CUST000509,22,2020-04-19,Order Earn
LT0001152,CUST001518,14,2022-07-13,Order Earn
LT0001153,CUST002481,158,2024-08-10,Order Earn
LT0001154,CUST002079,410,2022-01-24,Order Earn
LT0001155,CUST001186,-24,2021-08-08,Order Redeem
LT0001156,CUST000065,352,2024-01-03,Manual Adjust
LT0001157,CUST001046,359,2023-04-08,Order Redeem
LT0001158,CUST001651,332,2024-03-28,Manual Adjust
LT0001159,CUST002346,366,2024-07-12,Manual Adjust
LT0001160,CUST001215,493,2024-08-27,Manual Adjust
LT0001161,CUST000368,91,2022-12-05,Promo Bonus
LT0001162,CUST000595,473,2023-01-01,Promo Bonus
LT0001163,CUST002373,306,2022-02-25,Order Redeem
LT0001164,CUST000602,401,2021-11-07,Order Earn
LT0001165,CUST001206,-40,2020-02-13,Promo Bonus
LT0001166,CUST002333,476,2023-06-21,Order Redeem
LT0001167,CUST000718,104,2021-01-24,Order Earn
LT0001168,CUST000758,58,2024-05-17,Order Redeem
LT0001169,CUST001206,352,2024-05-17,Order Redeem
LT0001170,CUST001761,-52,2022-04-07,Order Earn
LT0001171,CUST001671,208,2023-06-28,Order Earn
LT0001172,CUST002286,416,2022-08-26,Order Redeem
LT0001173,CUST001631,-80,2023-08-04,Order Earn
LT0001174,CUST001873,-57,2024-04-13,Manual Adjust
LT0001175,CUST000126,115,2023-08-07,Manual Adjust
LT0001176,CUST000713,348,2024-03-14,Order Redeem
LT0001177,CUST001268,330,2023-02-24,Order Redeem
LT0001178,CUST002130,56,2023-05-27,Order Redeem
LT0001179,CUST001335,474,2023-10-04,Promo Bonus
LT0001180,CUST001000,51,2022-12-01,Order Redeem
LT0001181,CUST002299,242,2024-03-30,Order Earn
LT0001182,CUST001167,21,2024-08-22,Order Earn
LT0001183,CUST001412,156,2022-04-14,Order Earn
LT0001184,CUST000584,129,2023-11-24,Manual Adjust
LT0001185,CUST001399,97,2020-03-02,Order Redeem
LT0001186,CUST001664,104,2023-04-24,Promo Bonus
LT0001187,CUST002231,284,2023-10-17,Order Redeem
LT0001188,CUST001779,149,2023-09-15,Promo Bonus
LT0001189,CUST000383,233,2024-05-23,Manual Adjust
LT0001190,CUST002347,-64,2022-02-13,Promo Bonus
LT0001191,CUST001667,65,2023-07-14,Order Earn
LT0001192,CUST000888,-67,2020-01-31,Manual Adjust
LT0001193,CUST001745,215,2020-07-20,Order Redeem
LT0001194,CUST000780,272,2024-07-11,Promo Bonus
LT0001195,CUST002341,464,2021-11-20,Order Earn
LT0001196,CUST001032,459,2021-01-28,Promo Bonus
LT0001197,CUST001633,316,2023-01-13,Order Redeem
LT0001198,CUST000986,-56,2023-04-18,Promo Bonus
LT0001199,CUST002085,240,2021-07-10,Order Earn
LT0001200,CUST000121,-75,2020-12-02,Manual Adjust
LT0001201,CUST000917,471,2020-01-03,Order Earn
LT0001202,CUST002105,289,2022-06-08,Manual Adjust
LT0001203,CUST001595,-8,2020-05-08,Order Earn
LT0001204,CUST000479,174,2024-04-12,Manual Adjust
LT0001205,CUST002064,71,2021-02-17,Order Earn
LT0001206,CUST000333,382,2023-09-30,Order Redeem
LT0001207,CUST001372,130,2024-08-13,Order Earn
LT0001208,CUST000197,414,2020-05-15,Manual Adjust
LT0001209,CUST002162,403,2020-04-24,Promo Bonus
LT0001210,CUST000329,426,2021-08-23,Order Earn
LT0001211,CUST001317,403,2020-04-21,Manual Adjust
LT0001212,CUST001671,368,2024-05-03,Order Redeem
LT0001213,CUST002138,-92,2021-02-05,Manual Adjust
LT0001214,CUST001685,482,2023-07-08,Order Redeem
LT0001215,CUST000207,200,2024-02-03,Promo Bonus
LT0001216,CUST000904,473,2023-07-29,Promo Bonus
LT0001217,CUST001107,278,2020-02-04,Manual Adjust
LT0001218,CUST001805,381,2022-06-25,Promo Bonus
LT0001219,CUST001601,348,2020-11-28,Order Earn
LT0001220,CUST001840,115,2020-10-13,Manual Adjust
LT0001221,CUST001687,300,2023-10-07,Order Redeem
LT0001222,CUST002443,460,2020-10-07,Promo Bonus
LT0001223,CUST000080,-100,2023-02-11,Order Earn
LT0001224,CUST002016,479,2024-01-24,Manual Adjust
LT0001225,CUST001575,-3,2020-04-07,Order Redeem
LT0001226,CUST002316,453,2023-12-03,Order Earn
LT0001227,CUST001080,395,2020-02-16,Manual Adjust
LT0001228,CUST002147,-79,2023-10-13,Promo Bonus
LT0001229,CUST000276,-82,2021-02-03,Order Redeem
LT0001230,CUST000831,413,2022-07-18,Order Redeem
LT0001231,CUST000366,216,2020-09-28,Promo Bonus
LT0001232,CUST001466,448,2024-01-04,Order Redeem
LT0001233,CUST000830,80,2021-12-07,Manual Adjust
LT0001234,CUST000446,188,2022-08-14,Order Earn
LT0001235,CUST001902,489,2020-01-22,Order Redeem
LT0001236,CUST000673,180,2023-10-20,Order Earn
LT0001237,CUST000322,171,2023-05-19,Order Redeem
LT0001238,CUST000002,437,2022-02-16,Order Earn
LT0001239,CUST000897,343,2024-03-16,Manual Adjust
LT0001240,CUST000975,169,2024-08-16,Promo Bonus
LT0001241,CUST000543,-25,2022-08-15,Manual Adjust
LT0001242,CUST002237,-60,2023-03-20,Promo Bonus
LT0001243,CUST001541,211,2020-09-05,Order Redeem
LT0001244,CUST000894,144,2022-07-05,Order Earn
LT0001245,CUST002234,321,2021-08-30,Promo Bonus
LT0001246,CUST001084,-7,2023-04-28,Order Earn
LT0001247,CUST000691,-71,2023-03-31,Promo Bonus
LT0001248,CUST000196,119,2020-10-15,Manual Adjust
LT0001249,CUST001205,35,2022-11-11,Order Earn
LT0001250,CUST000388,309,2022-06-02,Promo Bonus
LT0001251,CUST001167,-97,2020-04-18,Order Redeem
LT0001252,CUST001851,124,2021-02-23,Promo Bonus
LT0001253,CUST000417,345,2022-03-26,Manual Adjust
LT0001254,CUST002189,-15,2020-08-09,Order Redeem
LT0001255,CUST001898,-13,2024-02-26,Manual Adjust
LT0001256,CUST002103,387,2020-12-14,Order Redeem
LT0001257,CUST000308,458,2020-01-29,Order Redeem
LT0001258,CUST000378,131,2022-10-03,Order Redeem
LT0001259,CUST000420,121,2023-07-10,Order Redeem
LT0001260,CUST001070,72,2022-11-29,Manual Adjust
LT0001261,CUST000703,10,2023-03-18,Promo Bonus
LT0001262,CUST002013,449,2024-05-25,Manual Adjust
LT0001263,CUST000958,340,2024-04-01,Manual Adjust
LT0001264,CUST000949,-35,2024-08-11,Order Redeem
LT0001265,CUST000471,2,2022-11-21,Order Redeem
LT0001266,CUST002227,-84,2023-10-27,Promo Bonus
LT0001267,CUST001673,191,2020-02-29,Promo Bonus
LT0001268,CUST000938,129,2023-03-18,Manual Adjust
LT0001269,CUST000094,237,2022-10-06,Manual Adjust
LT0001270,CUST001650,179,2023-10-26,Order Earn
LT0001271,CUST001858,-97,2022-09-06,Order Earn
LT0001272,CUST001650,420,2022-10-13,Order Redeem
LT0001273,CUST001660,-97,2022-11-27,Order Redeem
LT0001274,CUST000064,293,2022-01-17,Order Earn
LT0001275,CUST001541,426,2023-01-12,Order Redeem
LT0001276,CUST000346,340,2023-09-11,Order Redeem
LT0001277,CUST000740,253,2021-04-03,Promo Bonus
LT0001278,CUST001344,354,2023-10-12,Order Redeem
LT0001279,CUST000354,371,2022-03-16,Promo Bonus
LT0001280,CUST000061,318,2024-05-10,Promo Bonus
LT0001281,CUST002209,250,2022-07-05,Order Earn
LT0001282,CUST001086,492,2022-04-09,Order Redeem
LT0001283,CUST000299,-29,2022-12-06,Order Redeem
LT0001284,CUST000298,486,2023-03-14,Order Redeem
LT0001285,CUST001341,313,2023-03-08,Manual Adjust
LT0001286,CUST001871,475,2024-03-26,Order Earn
LT0001287,CUST002284,33,2023-04-24,Promo Bonus
LT0001288,CUST000964,135,2022-05-30,Promo Bonus
LT0001289,CUST002240,180,2020-02-03,Order Redeem
LT0001290,CUST000520,364,2020-03-18,Promo Bonus
LT0001291,CUST000139,264,2023-05-24,Order Redeem
LT0001292,CUST002222,272,2022-06-06,Promo Bonus
LT0001293,CUST002079,177,2021-08-20,Order Redeem
LT0001294,CUST001222,280,2023-05-25,Promo Bonus
LT0001295,CUST002498,131,2022-11-14,Order Earn
LT0001296,CUST000345,457,2021-08-03,Promo Bonus
LT0001297,CUST001851,399,2023-07-06,Manual Adjust
LT0001298,CUST000147,332,2023-11-24,Manual Adjust
LT0001299,CUST000376,86,2022-01-01,Order Redeem
LT0001300,CUST000964,206,2023-01-19,Manual Adjust
LT0001301,CUST001834,438,2022-03-10,Manual Adjust
LT0001302,CUST000803,97,2023-01-09,Order Redeem
LT0001303,CUST000108,204,2023-06-14,Manual Adjust
LT0001304,CUST001126,-21,2022-02-18,Order Earn
LT0001305,CUST000261,74,2024-01-13,Manual Adjust
LT0001306,CUST002028,403,2023-06-04,Manual Adjust
LT0001307,CUST001575,496,2023-01-14,Order Redeem
LT0001308,CUST002354,251,2022-06-12,Manual Adjust
LT0001309,CUST000631,117,2020-09-22,Promo Bonus
LT0001310,CUST002115,129,2023-03-27,Order Redeem
LT0001311,CUST002024,189,2024-03-15,Order Earn
LT0001312,CUST002180,428,2021-10-13,Order Earn
LT0001313,CUST001633,301,2023-08-10,Order Redeem
LT0001314,CUST000973,-20,2022-01-25,Order Earn
LT0001315,CUST001104,28,2020-03-02,Promo Bonus
LT0001316,CUST001599,180,2022-02-19,Promo Bonus
LT0001317,CUST001871,264,2023-03-11,Order Earn
LT0001318,CUST000126,-54,2023-10-10,Order Earn
LT0001319,CUST000688,463,2021-07-26,Order Redeem
LT0001320,CUST001404,298,2022-02-06,Promo Bonus
LT0001321,CUST001029,203,2021-01-08,Manual Adjust
LT0001322,CUST001887,72,2023-04-30,Manual Adjust
LT0001323,CUST000804,203,2020-10-14,Promo Bonus
LT0001324,CUST001205,200,2021-01-15,Order Redeem
LT0001325,CUST000546,-38,2023-10-31,Promo Bonus
LT0001326,CUST001604,190,2024-08-27,Order Redeem
LT0001327,CUST000797,270,2023-01-23,Order Earn
LT0001328,CUST001394,412,2022-04-09,Order Redeem
LT0001329,CUST001068,300,2020-06-12,Promo Bonus
LT0001330,CUST000765,-99,2022-12-27,Promo Bonus
LT0001331,CUST001980,-46,2020-12-30,Promo Bonus
LT0001332,CUST001594,92,2020-12-09,Order Redeem
LT0001333,CUST001654,491,2023-04-21,Order Redeem
LT0001334,CUST000911,74,2021-12-04,Promo Bonus
LT0001335,CUST000419,243,2021-04-02,Order Earn
LT0001336,CUST002294,136,2023-12-26,Manual Adjust
LT0001337,CUST001513,445,2022-01-19,Order Earn
LT0001338,CUST002006,327,2022-11-28,Promo Bonus
LT0001339,CUST001583,266,2023-02-18,Promo Bonus
LT0001340,CUST000065,-30,2023-06-03,Promo Bonus
LT0001341,CUST001998,50,2024-05-02,Promo Bonus
LT0001342,CUST001072,455,2021-04-04,Order Earn
LT0001343,CUST000796,488,2021-09-19,Order Earn
LT0001344,CUST002099,489,2024-08-15,Order Earn
LT0001345,CUST000464,45,2022-09-12,Manual Adjust
LT0001346,CUST000676,413,2020-04-06,Order Redeem
LT0001347,CUST002137,11,2023-12-14,Promo Bonus
LT0001348,CUST002384,285,2021-04-28,Promo Bonus
LT0001349,CUST000155,361,2020-06-25,Promo Bonus
LT0001350,CUST000861,-21,2022-03-18,Promo Bonus
LT0001351,CUST000362,228,2021-10-28,Promo Bonus
LT0001352,CUST001859,-22,2020-08-08,Promo Bonus
LT0001353,CUST001343,252,2021-02-18,Order Earn
LT0001354,CUST000888,380,2024-02-01,Order Redeem
LT0001355,CUST001500,69,2023-06-22,Order Redeem
LT0001356,CUST001719,471,2022-09-01,Order Earn
LT0001357,CUST000976,38,2024-06-23,Manual Adjust
LT0001358,CUST001833,10,2021-10-11,Order Earn
LT0001359,CUST000066,-83,2023-06-25,Promo Bonus
LT0001360,CUST000614,-83,2023-11-28,Order Earn
LT0001361,CUST001162,55,2024-04-25,Order Earn
LT0001362,CUST000145,164,2024-05-08,Promo Bonus
LT0001363,CUST000727,314,2022-07-24,Manual Adjust
LT0001364,CUST002168,141,2020-09-06,Manual Adjust
LT0001365,CUST002300,496,2020-05-03,Order Redeem
LT0001366,CUST001958,205,2020-01-14,Promo Bonus
LT0001367,CUST001479,-20,2020-09-22,Order Redeem
LT0001368,CUST002107,93,2022-12-14,Promo Bonus
LT0001369,CUST001648,-90,2020-11-29,Order Redeem
LT0001370,CUST001356,-78,2023-02-15,Manual Adjust
LT0001371,CUST001705,267,2020-04-29,Promo Bonus
LT0001372,CUST002391,110,2022-11-03,Manual Adjust
LT0001373,CUST001843,415,2023-01-08,Manual Adjust
LT0001374,CUST001145,21,2021-09-03,Order Redeem
LT0001375,CUST000567,43,2022-10-06,Promo Bonus
LT0001376,CUST002090,24,2021-11-21,Promo Bonus
LT0001377,CUST002218,167,2023-07-18,Promo Bonus
LT0001378,CUST002410,-2,2022-05-14,Promo Bonus
LT0001379,CUST001300,327,2024-06-01,Promo Bonus
LT0001380,CUST000729,329,2022-10-25,Order Redeem
LT0001381,CUST001248,-3,2023-06-12,Order Earn
LT0001382,CUST000340,452,2024-07-21,Manual Adjust
LT0001383,CUST001362,283,2020-02-22,Order Redeem
LT0001384,CUST000026,77,2020-03-21,Order Earn
LT0001385,CUST000639,162,2024-06-29,Promo Bonus
LT0001386,CUST001526,147,2023-08-02,Order Redeem
LT0001387,CUST002402,-58,2023-08-18,Order Redeem
LT0001388,CUST000298,349,2021-04-29,Order Redeem
LT0001389,CUST000475,-83,2024-06-24,Promo Bonus
LT0001390,CUST001300,159,2020-05-21,Order Redeem
LT0001391,CUST000023,429,2021-10-25,Promo Bonus
LT0001392,CUST001969,445,2020-03-10,Order Redeem
LT0001393,CUST001744,234,2023-02-11,Order Redeem
LT0001394,CUST000412,262,2021-08-04,Promo Bonus
LT0001395,CUST001165,495,2022-11-30,Manual Adjust
LT0001396,CUST001581,246,2023-04-16,Manual Adjust
LT0001397,CUST000591,376,2022-10-20,Order Redeem
LT0001398,CUST001733,181,2022-07-08,Manual Adjust
LT0001399,CUST001199,93,2023-08-10,Manual Adjust
LT0001400,CUST000614,158,2024-03-09,Order Earn
LT0001401,CUST000532,240,2022-01-20,Order Redeem
LT0001402,CUST001511,-64,2021-08-12,Order Redeem
LT0001403,CUST000286,191,2022-12-12,Order Redeem
LT0001404,CUST000709,333,2023-12-20,Order Earn
LT0001405,CUST000548,264,2021-01-24,Order Earn
LT0001406,CUST000518,477,2021-02-13,Order Redeem
LT0001407,CUST000030,462,2023-07-07,Promo Bonus
LT0001408,CUST000380,348,2020-04-30,Manual Adjust
LT0001409,CUST000034,30,2020-07-03,Order Redeem
LT0001410,CUST001702,78,2021-06-21,Manual Adjust
LT0001411,CUST000656,299,2021-02-21,Manual Adjust
LT0001412,CUST001414,128,2020-02-19,Order Redeem
LT0001413,CUST001932,119,2022-04-07,Order Earn
LT0001414,CUST001868,-57,2020-12-28,Order Redeem
LT0001415,CUST001434,372,2022-09-10,Manual Adjust
LT0001416,CUST001315,216,2021-06-17,Promo Bonus
LT0001417,CUST002303,499,2023-07-09,Promo Bonus
LT0001418,CUST001982,-45,2020-10-04,Manual Adjust
LT0001419,CUST000634,-5,2023-03-15,Order Earn
LT0001420,CUST001333,134,2020-10-18,Order Earn
LT0001421,CUST002093,93,2024-07-30,Manual Adjust
LT0001422,CUST001567,192,2023-09-08,Order Redeem
LT0001423,CUST000419,297,2022-03-14,Order Earn
LT0001424,CUST002251,292,2021-01-07,Manual Adjust
LT0001425,CUST000496,302,2023-08-14,Manual Adjust
LT0001426,CUST000720,-62,2020-05-09,Manual Adjust
LT0001427,CUST000881,-47,2021-02-10,Manual Adjust
LT0001428,CUST000890,455,2023-03-02,Order Redeem
LT0001429,CUST000120,329,2021-10-29,Order Redeem
LT0001430,CUST000707,376,2020-11-13,Order Redeem
LT0001431,CUST001688,495,2020-12-16,Order Earn
LT0001432,CUST001750,201,2024-06-25,Promo Bonus
LT0001433,CUST002397,26,2020-06-03,Promo Bonus
LT0001434,CUST000968,449,2023-02-06,Order Redeem
LT0001435,CUST000969,135,2020-12-07,Promo Bonus
LT0001436,CUST001490,443,2023-12-09,Order Redeem
LT0001437,CUST002366,467,2023-01-11,Order Redeem
LT0001438,CUST001312,166,2023-02-12,Promo Bonus
LT0001439,CUST001093,188,2022-05-05,Order Earn
LT0001440,CUST002004,77,2024-01-24,Manual Adjust
LT0001441,CUST002020,-85,2021-03-24,Order Redeem
LT0001442,CUST001611,222,2021-08-16,Order Redeem
LT0001443,CUST000081,374,2023-03-15,Promo Bonus
LT0001444,CUST001070,280,2021-06-03,Manual Adjust
LT0001445,CUST000478,-91,2021-01-04,Manual Adjust
LT0001446,CUST002473,162,2024-08-16,Manual Adjust
LT0001447,CUST000012,341,2021-01-17,Order Redeem
LT0001448,CUST001803,74,2020-05-23,Order Redeem
LT0001449,CUST000228,471,2021-11-09,Order Redeem
LT0001450,CUST002441,431,2022-08-17,Manual Adjust
LT0001451,CUST000461,-96,2021-03-14,Manual Adjust
LT0001452,CUST001339,239,2020-10-10,Order Redeem
LT0001453,CUST000536,345,2020-11-01,Order Earn
LT0001454,CUST000404,485,2020-10-02,Promo Bonus
LT0001455,CUST001627,-63,2024-02-02,Order Earn
LT0001456,CUST002245,-45,2021-01-20,Order Redeem
LT0001457,CUST000155,44,2020-04-01,Promo Bonus
LT0001458,CUST002271,-59,2022-09-28,Manual Adjust
LT0001459,CUST002125,-8,2022-10-28,Manual Adjust
LT0001460,CUST001431,87,2023-11-01,Order Redeem
LT0001461,CUST001525,236,2023-09-28,Promo Bonus
LT0001462,CUST000757,155,2021-04-29,Manual Adjust
LT0001463,CUST000250,137,2024-06-23,Order Earn
LT0001464,CUST000828,-96,2020-02-05,Promo Bonus
LT0001465,CUST001238,356,2021-04-28,Manual Adjust
LT0001466,CUST000336,299,2024-07-26,Promo Bonus
LT0001467,CUST000449,345,2022-07-31,Order Earn
LT0001468,CUST001421,-79,2020-11-29,Order Redeem
LT0001469,CUST002337,345,2020-07-10,Order Earn
LT0001470,CUST000612,424,2023-08-09,Order Redeem
LT0001471,CUST002404,-52,2024-03-14,Promo Bonus
LT0001472,CUST000099,-62,2020-07-08,Promo Bonus
LT0001473,CUST000815,-15,2022-09-05,Promo Bonus
