review_id,order_id,product_id,customer_id,review_date,rating,review_text,helpful_votes
REV00000813,ORD0007503,PROD00594,CUST001903,2022-12-12,4,Excellent value,36
REV00000814,ORD0000223,PROD00193,CUST002414,2024-01-09,4,Highly recommended,15
REV00000815,ORD0001939,PROD00427,CUST000458,2020-10-04,4,Fast delivery,38
REV00000816,ORD0002940,PROD00056,CUST001749,2023-04-26,5,Product damaged,8
REV00000817,ORD0002322,PROD00514,CUST000787,2020-08-24,4,Not as expected,5
REV00000818,ORD0004121,PROD00098,CUST001100,2022-03-07,4,Excellent value,29
REV00000819,ORD0002841,PROD00069,CUST002097,2023-12-21,4,Fast delivery,39
REV00000820,ORD0004270,PROD00366,CUST001505,2024-02-11,4,Average product,0
REV00000821,ORD0006884,PROD00473,CUST002045,2021-11-29,3,Will buy again,25
REV00000822,ORD0001559,PROD00230,CUST002404,2020-08-21,4,Average product,43
REV00000823,ORD0002828,PROD00020,CUST000632,2024-08-09,4,Excellent value,49
REV00000824,ORD0006341,PROD00525,CUST000298,2024-07-07,4,Product damaged,14
REV00000825,ORD0008258,PROD00157,CUST001239,2024-03-14,2,Packaging was poor,49
REV00000826,ORD0000900,PROD00413,CUST002234,2020-07-09,4,Fast delivery,10
REV00000827,ORD0006566,PROD00341,CUST000765,2020-06-19,5,Product damaged,11
REV00000828,ORD0005852,PROD00598,CUST000358,2020-08-01,4,Fast delivery,47
REV00000829,ORD0008795,PROD00111,CUST000127,2024-06-17,4,Average product,6
REV00000830,ORD0002557,PROD00451,CUST001802,2020-10-02,4,Fast delivery,39
REV00000831,ORD0007540,PROD00273,CUST001686,2023-08-06,5,Not as expected,38
REV00000832,ORD0007654,PROD00565,CUST000884,2023-09-26,2,Product damaged,44
REV00000833,ORD0005830,PROD00130,CUST001308,2022-07-16,3,Fast delivery,48
REV00000834,ORD0005445,PROD00012,CUST002017,2022-07-29,5,Good quality,21
REV00000835,ORD0006453,PROD00293,CUST001281,2020-06-06,4,Will buy again,2
REV00000836,ORD0007510,PROD00342,CUST000611,2024-03-31,4,Highly recommended,1
REV00000837,ORD0003456,PROD00176,CUST002441,2021-06-03,2,Highly recommended,25
REV00000838,ORD0008839,PROD00166,CUST002089,2023-01-03,3,Not as expected,10
REV00000839,ORD0004998,PROD00322,CUST000162,2020-04-28,5,Fast delivery,14
REV00000840,ORD0007135,PROD00111,CUST002261,2020-12-19,4,Will buy again,36
REV00000841,ORD0006330,PROD00161,CUST000116,2021-08-31,4,Will buy again,39
REV00000842,ORD0008120,PROD00078,CUST001840,2021-06-16,2,Highly recommended,30
REV00000843,ORD0008049,PROD00474,CUST000693,2021-11-14,3,Product damaged,49
REV00000844,ORD0005752,PROD00039,CUST000490,2024-04-19,4,Packaging was poor,49
REV00000845,ORD0002301,PROD00086,CUST002277,2021-05-08,4,Product damaged,14
REV00000846,ORD0006698,PROD00475,CUST001398,2021-08-27,5,Not as expected,3
REV00000847,ORD0008026,PROD00348,CUST000519,2024-06-18,5,Excellent value,8
REV00000848,ORD0004340,PROD00297,CUST000882,2022-12-06,4,Very satisfied,21
REV00000849,ORD0006753,PROD00396,CUST000624,2021-05-20,5,Highly recommended,22
REV00000850,ORD0007135,PROD00472,CUST002261,2021-01-05,3,Packaging was poor,22
REV00000851,ORD0005875,PROD00505,CUST001515,2022-12-15,3,Fast delivery,24
REV00000852,ORD0006462,PROD00285,CUST000924,2021-06-25,3,Fast delivery,26
REV00000853,ORD0005591,PROD00166,CUST000420,2022-02-02,4,Packaging was poor,28
REV00000854,ORD0002122,PROD00285,CUST001346,2024-03-21,4,Product damaged,16
REV00000855,ORD0005576,PROD00455,CUST000988,2021-03-07,4,Average product,23
REV00000856,ORD0002045,PROD00314,CUST000203,2020-01-30,5,Fast delivery,30
REV00000857,ORD0008211,PROD00415,CUST000745,2024-08-30,3,Very satisfied,1
REV00000858,ORD0005727,PROD00044,CUST001339,2021-06-15,5,Good quality,34
REV00000859,ORD0008552,PROD00064,CUST000368,2020-09-24,5,Average product,34
REV00000860,ORD0005172,PROD00178,CUST000908,2020-11-24,3,Excellent value,18
REV00000861,ORD0004476,PROD00279,CUST000409,2023-06-26,5,Fast delivery,3
REV00000862,ORD0008770,PROD00092,CUST001475,2021-03-25,5,Packaging was poor,49
REV00000863,ORD0001548,PROD00178,CUST001221,2022-04-14,4,Product damaged,10
REV00000864,ORD0005167,PROD00474,CUST000587,2023-06-21,2,Packaging was poor,21
REV00000865,ORD0001583,PROD00115,CUST000514,2021-10-21,3,Very satisfied,27
REV00000866,ORD0005611,PROD00431,CUST000055,2023-04-05,3,Fast delivery,8
REV00000867,ORD0002041,PROD00577,CUST000163,2023-09-28,4,Fast delivery,22
REV00000868,ORD0004948,PROD00302,CUST001258,2023-04-11,3,Excellent value,15
REV00000869,ORD0008293,PROD00015,CUST000644,2022-05-30,5,Product damaged,3
REV00000870,ORD0003210,PROD00010,CUST001223,2021-05-27,4,Packaging was poor,6
REV00000871,ORD0000959,PROD00034,CUST000786,2022-07-28,3,Very satisfied,46
REV00000872,ORD0002557,PROD00451,CUST001802,2020-09-29,4,Not as expected,39
REV00000873,ORD0000155,PROD00417,CUST001105,2020-03-21,4,Average product,25
REV00000874,ORD0007201,PROD00276,CUST001077,2021-04-25,5,Not as expected,39
REV00000875,ORD0001618,PROD00396,CUST002098,2021-02-25,2,Excellent value,44
REV00000876,ORD0003977,PROD00240,CUST001989,2021-10-11,5,Average product,23
REV00000877,ORD0007204,PROD00499,CUST000625,2020-12-30,5,Not as expected,3
REV00000878,ORD0002718,PROD00436,CUST000553,2022-10-03,4,Good quality,46
REV00000879,ORD0003222,PROD00018,CUST000879,2020-07-02,3,Good quality,32
REV00000880,ORD0007932,PROD00057,CUST001021,2021-03-04,4,Fast delivery,46
REV00000881,ORD0008896,PROD00021,CUST001618,2022-08-31,4,Average product,27
REV00000882,ORD0000726,PROD00294,CUST001067,2022-01-05,4,Good quality,9
REV00000883,ORD0006870,PROD00296,CUST002213,2024-06-30,3,Excellent value,18
REV00000884,ORD0001290,PROD00441,CUST002188,2024-08-02,2,Fast delivery,18
REV00000885,ORD0004590,PROD00523,CUST000080,2023-01-13,3,Fast delivery,9
REV00000886,ORD0007080,PROD00176,CUST000042,2023-07-25,4,Will buy again,22
REV00000887,ORD0001403,PROD00121,CUST001034,2024-06-23,5,Highly recommended,45
REV00000888,ORD0001768,PROD00180,CUST000098,2021-07-03,5,Fast delivery,37
REV00000889,ORD0002903,PROD00269,CUST000688,2021-05-19,4,Will buy again,22
REV00000890,ORD0003853,PROD00060,CUST001757,2022-04-08,5,Fast delivery,30
REV00000891,ORD0002753,PROD00485,CUST002164,2022-03-19,4,Good quality,45
REV00000892,ORD0006591,PROD00592,CUST001569,2020-12-16,5,Average product,4
REV00000893,ORD0004260,PROD00530,CUST000087,2021-01-25,3,Packaging was poor,22
REV00000894,ORD0004873,PROD00201,CUST000523,2023-08-29,4,Not as expected,31
REV00000895,ORD0003314,PROD00428,CUST001730,2023-06-19,4,Excellent value,13
REV00000896,ORD0002825,PROD00365,CUST000933,2021-08-11,5,Fast delivery,35
REV00000897,ORD0008406,PROD00524,CUST001059,2024-01-19,2,Will buy again,9
REV00000898,ORD0000811,PROD00267,CUST002018,2024-07-01,3,Not as expected,36
REV00000899,ORD0008583,PROD00173,CUST002121,2023-08-11,4,Product damaged,17
REV00000900,ORD0008144,PROD00081,CUST002452,2023-11-27,3,Good quality,37
REV00000901,ORD0000442,PROD00580,CUST002479,2020-04-07,4,Fast delivery,17
REV00000902,ORD0004936,PROD00155,CUST001168,2024-05-21,4,Fast delivery,38
REV00000903,ORD0006760,PROD00331,CUST000605,2023-08-03,4,Will buy again,32
REV00000904,ORD0008122,PROD00338,CUST001643,2023-10-06,4,Fast delivery,9
REV00000905,ORD0004008,PROD00312,CUST001569,2021-01-22,3,Not as expected,48
REV00000906,ORD0006247,PROD00143,CUST002265,2023-04-14,5,Not as expected,12
REV00000907,ORD0006212,PROD00563,CUST000183,2024-05-18,5,Not as expected,32
REV00000908,ORD0003389,PROD00035,CUST000767,2022-04-13,4,Product damaged,23
REV00000909,ORD0004047,PROD00029,CUST000034,2022-07-23,5,Highly recommended,8
REV00000910,ORD0002471,PROD00442,CUST001673,2021-01-11,5,Product damaged,4
REV00000911,ORD0008779,PROD00073,CUST002381,2020-06-30,4,Excellent value,17
REV00000912,ORD0001134,PROD00200,CUST000404,2024-02-02,3,Excellent value,3
REV00000913,ORD0007846,PROD00292,CUST001926,2021-12-24,4,Not as expected,23
REV00000914,ORD0005243,PROD00572,CUST000689,2020-07-16,4,Excellent value,41
REV00000915,ORD0005798,PROD00204,CUST001776,2021-06-04,4,Fast delivery,40
REV00000916,ORD0005626,PROD00071,CUST001774,2022-01-19,5,Average product,12
REV00000917,ORD0007432,PROD00213,CUST000617,2023-09-11,5,Not as expected,28
REV00000918,ORD0003034,PROD00592,CUST000648,2023-09-24,4,Will buy again,19
REV00000919,ORD0002077,PROD00004,CUST000385,2022-05-23,3,Fast delivery,22
REV00000920,ORD0001497,PROD00290,CUST000533,2022-09-16,3,Will buy again,46
REV00000921,ORD0000147,PROD00344,CUST000933,2023-08-03,5,Packaging was poor,26
REV00000922,ORD0004419,PROD00415,CUST001417,2021-06-05,5,Average product,0
REV00000923,ORD0004881,PROD00533,CUST000381,2022-01-16,3,Product damaged,41
REV00000924,ORD0007388,PROD00223,CUST002415,2021-02-21,5,Good quality,34
REV00000925,ORD0006038,PROD00105,CUST002045,2021-08-18,5,Very satisfied,27
REV00000926,ORD0008398,PROD00573,CUST001675,2024-06-21,4,Very satisfied,48
REV00000927,ORD0004590,PROD00523,CUST000080,2023-02-14,3,Average product,39
REV00000928,ORD0001687,PROD00495,CUST001770,2021-03-07,5,Very satisfied,31
REV00000929,ORD0004557,PROD00374,CUST000081,2023-03-30,2,Excellent value,4
REV00000930,ORD0003548,PROD00105,CUST000434,2021-05-03,3,Very satisfied,9
REV00000931,ORD0006365,PROD00208,CUST002257,2023-12-17,3,Average product,37
REV00000932,ORD0007541,PROD00521,CUST002100,2021-04-30,3,Will buy again,15
REV00000933,ORD0005358,PROD00136,CUST001504,2024-01-12,4,Product damaged,44
REV00000934,ORD0006163,PROD00427,CUST000596,2021-03-20,3,Packaging was poor,17
REV00000935,ORD0004482,PROD00270,CUST000084,2022-11-17,4,Fast delivery,37
REV00000936,ORD0005897,PROD00098,CUST001949,2024-02-26,3,Packaging was poor,28
REV00000937,ORD0003731,PROD00323,CUST002204,2021-09-25,4,Packaging was poor,49
REV00000938,ORD0007367,PROD00578,CUST000888,2022-08-05,5,Excellent value,32
REV00000939,ORD0006765,PROD00226,CUST001810,2021-04-13,4,Fast delivery,37
REV00000940,ORD0006992,PROD00328,CUST000548,2022-11-09,4,Average product,27
REV00000941,ORD0003366,PROD00529,CUST000300,2022-05-26,4,Packaging was poor,0
REV00000942,ORD0008080,PROD00243,CUST002367,2022-10-27,3,Packaging was poor,29
REV00000943,ORD0001758,PROD00177,CUST002166,2024-03-04,5,Good quality,7
REV00000944,ORD0007219,PROD00368,CUST002006,2022-08-28,4,Product damaged,28
REV00000945,ORD0005483,PROD00035,CUST001619,2021-04-02,4,Fast delivery,21
REV00000946,ORD0006194,PROD00005,CUST000218,2020-10-11,5,Not as expected,16
REV00000947,ORD0004798,PROD00135,CUST001417,2022-08-09,4,Average product,32
REV00000948,ORD0007898,PROD00281,CUST000199,2022-04-22,4,Highly recommended,42
REV00000949,ORD0008590,PROD00360,CUST000466,2022-08-14,5,Excellent value,7
REV00000950,ORD0006082,PROD00311,CUST002271,2023-07-09,3,Product damaged,9
REV00000951,ORD0001714,PROD00142,CUST001628,2022-11-19,5,Product damaged,40
REV00000952,ORD0002400,PROD00128,CUST001186,2022-07-30,5,Fast delivery,32
REV00000953,ORD0002723,PROD00158,CUST000583,2022-07-07,4,Excellent value,15
REV00000954,ORD0000866,PROD00059,CUST001501,2020-02-15,5,Packaging was poor,10
REV00000955,ORD0001195,PROD00510,CUST001391,2023-12-02,4,Packaging was poor,37
REV00000956,ORD0004260,PROD00030,CUST000087,2021-01-31,5,Very satisfied,3
REV00000957,ORD0004638,PROD00555,CUST002335,2024-06-05,3,Packaging was poor,9
REV00000958,ORD0004932,PROD00043,CUST000795,2024-05-10,5,Product damaged,23
REV00000959,ORD0005327,PROD00435,CUST000302,2023-06-15,4,Average product,40
REV00000960,ORD0007246,PROD00400,CUST001015,2022-04-19,3,Fast delivery,22
REV00000961,ORD0002622,PROD00434,CUST000940,2021-12-03,5,Average product,12
REV00000962,ORD0007886,PROD00577,CUST000823,2023-06-12,2,Good quality,31
REV00000963,ORD0008437,PROD00591,CUST001450,2024-09-04,2,Fast delivery,4
REV00000964,ORD0001874,PROD00500,CUST000132,2021-05-21,4,Product damaged,12
REV00000965,ORD0002566,PROD00536,CUST001682,2020-09-06,5,Good quality,45
REV00000966,ORD0006790,PROD00278,CUST001815,2022-09-02,4,Fast delivery,48
REV00000967,ORD0005981,PROD00026,CUST000713,2022-03-06,4,Average product,36
REV00000968,ORD0001987,PROD00315,CUST000584,2024-03-25,5,Not as expected,41
REV00000969,ORD0001225,PROD00084,CUST001219,2020-08-09,4,Highly recommended,26
REV00000970,ORD0004996,PROD00534,CUST000523,2020-04-06,4,Average product,49
REV00000971,ORD0001389,PROD00090,CUST001113,2021-02-02,3,Highly recommended,15
REV00000972,ORD0005638,PROD00009,CUST000204,2024-07-29,5,Not as expected,19
REV00000973,ORD0002282,PROD00249,CUST001644,2024-01-07,3,Good quality,32
REV00000974,ORD0006046,PROD00229,CUST001451,2020-09-18,3,Highly recommended,48
REV00000975,ORD0008588,PROD00443,CUST000809,2023-12-28,5,Product damaged,2
REV00000976,ORD0002442,PROD00311,CUST000278,2020-07-09,4,Product damaged,27
REV00000977,ORD0000230,PROD00468,CUST000586,2024-01-05,4,Product damaged,31
REV00000978,ORD0007928,PROD00542,CUST001366,2023-03-23,5,Highly recommended,44
REV00000979,ORD0003377,PROD00486,CUST002424,2021-11-20,3,Excellent value,39
REV00000980,ORD0000921,PROD00280,CUST000379,2024-01-26,4,Not as expected,36
REV00000981,ORD0003562,PROD00474,CUST001245,2021-01-20,3,Good quality,47
REV00000982,ORD0003281,PROD00201,CUST001301,2023-02-01,5,Fast delivery,8
REV00000983,ORD0004373,PROD00235,CUST001829,2021-03-09,5,Very satisfied,16
REV00000984,ORD0005531,PROD00504,CUST002186,2020-08-29,4,Packaging was poor,18
REV00000985,ORD0005449,PROD00337,CUST001408,2022-12-27,3,Fast delivery,27
REV00000986,ORD0002730,PROD00388,CUST001434,2022-10-30,4,Will buy again,30
REV00000987,ORD0002989,PROD00563,CUST000531,2021-04-21,3,Will buy again,25
REV00000988,ORD0007378,PROD00149,CUST000709,2023-02-08,4,Product damaged,21
REV00000989,ORD0001250,PROD00040,CUST001197,2020-05-25,4,Good quality,38
REV00000990,ORD0003601,PROD00262,CUST000830,2023-02-03,5,Not as expected,10
REV00000991,ORD0007604,PROD00442,CUST000026,2020-12-11,3,Highly recommended,9
REV00000992,ORD0001412,PROD00009,CUST001938,2023-07-27,4,Product damaged,33
REV00000993,ORD0006786,PROD00349,CUST000338,2022-08-20,5,Packaging was poor,49
REV00000994,ORD0008302,PROD00451,CUST001715,2024-07-31,4,Excellent value,31
REV00000995,ORD0008573,PROD00316,CUST001367,2021-03-23,5,Average product,40
REV00000996,ORD0006225,PROD00256,CUST000788,2023-11-25,5,Average product,10
REV00000997,ORD0002751,PROD00562,CUST001555,2022-03-09,3,Packaging was poor,29
REV00000998,ORD0000024,PROD00472,CUST001571,2023-08-19,5,Fast delivery,23
REV00000999,ORD0008174,PROD00578,CUST000555,2022-11-25,4,Highly recommended,33
REV00001000,ORD0000878,PROD00524,CUST000708,2024-01-29,5,Fast delivery,19
REV00001001,ORD0006149,PROD00389,CUST000436,2021-06-22,4,Excellent value,14
REV00001002,ORD0008893,PROD00486,CUST001553,2020-09-05,5,Will buy again,45
REV00001003,ORD0007817,PROD00065,CUST000603,2024-04-08,2,Will buy again,32
REV00001004,ORD0001158,PROD00534,CUST000276,2024-04-20,4,Good quality,45
REV00001005,ORD0001362,PROD00035,CUST001334,2022-11-21,2,Packaging was poor,20
REV00001006,ORD0006556,PROD00100,CUST002423,2020-07-27,3,Average product,1
REV00001007,ORD0008723,PROD00095,CUST001888,2020-03-09,4,Excellent value,34
REV00001008,ORD0000450,PROD00052,CUST002114,2021-10-01,3,Good quality,9
REV00001009,ORD0001421,PROD00040,CUST000740,2023-07-31,4,Packaging was poor,31
REV00001010,ORD0007293,PROD00545,CUST002133,2023-07-30,3,Packaging was poor,47
REV00001011,ORD0002126,PROD00003,CUST000626,2024-01-14,4,Average product,32
REV00001012,ORD0002426,PROD00026,CUST001462,2021-09-03,3,Very satisfied,27
REV00001013,ORD0003672,PROD00535,CUST001139,2022-01-11,5,Very satisfied,39
REV00001014,ORD0002543,PROD00288,CUST000708,2024-08-16,4,Highly recommended,7
REV00001015,ORD0008883,PROD00588,CUST000571,2023-03-23,5,Fast delivery,12
REV00001016,ORD0001394,PROD00072,CUST000242,2022-11-03,4,Packaging was poor,38
REV00001017,ORD0008576,PROD00181,CUST001023,2022-06-05,4,Packaging was poor,27
REV00001018,ORD0003467,PROD00285,CUST001363,2020-06-12,5,Not as expected,43
REV00001019,ORD0003061,PROD00442,CUST000878,2020-05-30,4,Average product,12
REV00001020,ORD0008373,PROD00037,CUST000486,2020-09-26,5,Excellent value,1
REV00001021,ORD0007817,PROD00065,CUST000603,2024-04-07,3,Fast delivery,24
REV00001022,ORD0008181,PROD00170,CUST000654,2021-06-28,4,Highly recommended,37
REV00001023,ORD0008786,PROD00160,CUST000702,2021-02-23,5,Product damaged,27
REV00001024,ORD0002594,PROD00275,CUST001767,2023-12-02,4,Not as expected,38
REV00001025,ORD0007884,PROD00283,CUST000162,2022-03-14,2,Will buy again,36
REV00001026,ORD0003421,PROD00407,CUST001206,2020-04-23,4,Excellent value,32
REV00001027,ORD0001812,PROD00220,CUST002067,2021-08-02,4,Product damaged,4
REV00001028,ORD0003269,PROD00338,CUST001184,2020-04-18,3,Average product,40
REV00001029,ORD0008941,PROD00185,CUST000839,2024-03-23,4,Not as expected,40
REV00001030,ORD0001291,PROD00090,CUST000663,2023-12-30,2,Very satisfied,25
REV00001031,ORD0005869,PROD00599,CUST000924,2020-08-01,4,Packaging was poor,42
REV00001032,ORD0001592,PROD00371,CUST002112,2023-11-07,3,Highly recommended,22
REV00001033,ORD0007581,PROD00490,CUST001803,2022-03-19,4,Good quality,16
REV00001034,ORD0008218,PROD00273,CUST000715,2022-05-16,4,Average product,13
REV00001035,ORD0008428,PROD00443,CUST001987,2021-11-11,4,Excellent value,40
REV00001036,ORD0003541,PROD00513,CUST001045,2022-02-15,3,Will buy again,34
REV00001037,ORD0008312,PROD00189,CUST001799,2024-07-06,5,Fast delivery,34
REV00001038,ORD0006709,PROD00468,CUST001421,2023-08-02,3,Packaging was poor,11
REV00001039,ORD0007646,PROD00557,CUST001078,2022-08-17,3,Excellent value,35
REV00001040,ORD0004338,PROD00344,CUST002189,2023-10-16,5,Excellent value,20
REV00001041,ORD0007092,PROD00489,CUST001293,2020-08-28,4,Very satisfied,0
REV00001042,ORD0000270,PROD00301,CUST000579,2020-11-12,3,Not as expected,36
REV00001043,ORD0006146,PROD00459,CUST000312,2022-06-21,5,Product damaged,22
REV00001044,ORD0004267,PROD00068,CUST000326,2023-09-14,3,Fast delivery,38
REV00001045,ORD0005075,PROD00138,CUST001518,2020-09-27,4,Not as expected,40
REV00001046,ORD0002855,PROD00566,CUST002004,2020-07-26,2,Highly recommended,33
REV00001047,ORD0004588,PROD00154,CUST002349,2022-01-19,5,Packaging was poor,4
REV00001048,ORD0004367,PROD00538,CUST001402,2020-07-18,4,Product damaged,13
REV00001049,ORD0002962,PROD00386,CUST002329,2020-03-26,5,Fast delivery,48
REV00001050,ORD0001492,PROD00495,CUST002254,2024-06-30,5,Good quality,4
REV00001051,ORD0001730,PROD00370,CUST000684,2020-04-10,5,Will buy again,18
REV00001052,ORD0000256,PROD00175,CUST001572,2020-07-14,3,Excellent value,8
REV00001053,ORD0004209,PROD00092,CUST001263,2022-10-29,4,Highly recommended,28
REV00001054,ORD0008370,PROD00462,CUST001160,2023-01-23,4,Good quality,40
REV00001055,ORD0005457,PROD00194,CUST001037,2020-10-06,4,Packaging was poor,49
REV00001056,ORD0008267,PROD00351,CUST001206,2023-09-09,4,Average product,19
REV00001057,ORD0003824,PROD00182,CUST002028,2021-05-24,4,Very satisfied,33
REV00001058,ORD0006399,PROD00034,CUST001000,2023-12-29,3,Will buy again,7
REV00001059,ORD0005120,PROD00435,CUST000634,2020-06-01,5,Not as expected,44
REV00001060,ORD0005104,PROD00318,CUST000201,2022-10-07,5,Not as expected,27
REV00001061,ORD0008544,PROD00488,CUST000467,2024-02-09,4,Product damaged,19
REV00001062,ORD0003834,PROD00345,CUST002495,2023-01-10,4,Not as expected,45
REV00001063,ORD0008802,PROD00368,CUST002395,2020-09-17,3,Excellent value,45
REV00001064,ORD0001257,PROD00096,CUST000536,2020-05-27,4,Excellent value,16
REV00001065,ORD0000018,PROD00094,CUST001801,2022-12-23,5,Very satisfied,49
REV00001066,ORD0008475,PROD00090,CUST000399,2020-01-31,2,Average product,46
REV00001067,ORD0008588,PROD00336,CUST000809,2023-11-09,4,Not as expected,13
REV00001068,ORD0000391,PROD00227,CUST001864,2020-08-11,4,Fast delivery,9
REV00001069,ORD0007799,PROD00435,CUST001582,2024-01-05,4,Not as expected,40
REV00001070,ORD0003938,PROD00459,CUST000098,2024-03-15,3,Very satisfied,33
REV00001071,ORD0002696,PROD00289,CUST002227,2020-11-24,4,Packaging was poor,45
REV00001072,ORD0007715,PROD00038,CUST001622,2022-12-19,4,Not as expected,43
REV00001073,ORD0008302,PROD00102,CUST001715,2024-06-09,5,Good quality,26
REV00001074,ORD0007631,PROD00329,CUST000425,2021-03-17,3,Packaging was poor,24
REV00001075,ORD0000620,PROD00066,CUST002227,2023-04-27,5,Fast delivery,7
REV00001076,ORD0006415,PROD00186,CUST002495,2024-04-05,3,Fast delivery,19
REV00001077,ORD0007020,PROD00195,CUST000756,2020-05-25,4,Very satisfied,8
REV00001078,ORD0004289,PROD00247,CUST001219,2024-04-28,4,Excellent value,29
REV00001079,ORD0005927,PROD00472,CUST001496,2020-07-07,5,Product damaged,22
REV00001080,ORD0000576,PROD00489,CUST002341,2023-10-08,4,Average product,7
REV00001081,ORD0004126,PROD00579,CUST000910,2024-02-22,4,Fast delivery,0
REV00001082,ORD0001350,PROD00175,CUST000275,2022-08-18,3,Good quality,0
REV00001083,ORD0006677,PROD00073,CUST001240,2020-06-06,5,Product damaged,11
REV00001084,ORD0005689,PROD00265,CUST000115,2020-07-13,4,Fast delivery,0
REV00001085,ORD0006698,PROD00476,CUST001398,2021-09-01,3,Product damaged,42
REV00001086,ORD0004144,PROD00256,CUST000560,2022-12-12,5,Very satisfied,48
REV00001087,ORD0007624,PROD00580,CUST001483,2021-01-01,4,Good quality,4
REV00001088,ORD0006788,PROD00374,CUST001379,2020-06-10,5,Good quality,20
REV00001089,ORD0000329,PROD00574,CUST001043,2024-09-18,4,Highly recommended,42
REV00001090,ORD0000587,PROD00415,CUST001919,2023-10-31,5,Very satisfied,30
REV00001091,ORD0007588,PROD00359,CUST000216,2023-04-01,5,Average product,6
REV00001092,ORD0004968,PROD00028,CUST002138,2023-07-16,4,Product damaged,39
REV00001093,ORD0008989,PROD00149,CUST000636,2020-11-26,5,Good quality,4
REV00001094,ORD0007728,PROD00361,CUST002082,2024-10-10,4,Average product,31
REV00001095,ORD0001424,PROD00540,CUST001326,2021-11-17,4,Fast delivery,7
REV00001096,ORD0006374,PROD00257,CUST001118,2023-12-23,4,Fast delivery,16
REV00001097,ORD0001978,PROD00284,CUST001683,2020-02-07,3,Average product,38
REV00001098,ORD0006905,PROD00086,CUST000748,2022-03-06,5,Good quality,27
REV00001099,ORD0006071,PROD00454,CUST000985,2023-02-21,5,Good quality,39
REV00001100,ORD0008233,PROD00557,CUST002352,2023-05-12,5,Highly recommended,5
REV00001101,ORD0008802,PROD00368,CUST002395,2020-09-15,5,Fast delivery,46
REV00001102,ORD0001468,PROD00025,CUST001918,2024-03-22,4,Very satisfied,28
REV00001103,ORD0006698,PROD00186,CUST001398,2021-09-09,5,Highly recommended,44
REV00001104,ORD0006930,PROD00033,CUST001401,2020-07-01,4,Highly recommended,15
REV00001105,ORD0006067,PROD00413,CUST001326,2020-07-08,4,Highly recommended,31
REV00001106,ORD0003579,PROD00487,CUST000329,2024-09-16,3,Good quality,29
REV00001107,ORD0004199,PROD00185,CUST002239,2021-07-03,5,Average product,42
REV00001108,ORD0005424,PROD00290,CUST000956,2023-08-26,3,Good quality,15
REV00001109,ORD0005379,PROD00065,CUST001868,2024-09-06,3,Excellent value,12
REV00001110,ORD0006617,PROD00387,CUST001566,2020-10-29,4,Good quality,8
REV00001111,ORD0007110,PROD00596,CUST002351,2023-11-16,4,Average product,48
REV00001112,ORD0007166,PROD00519,CUST001419,2022-10-06,5,Not as expected,22
REV00001113,ORD0006821,PROD00361,CUST000253,2023-08-15,5,Highly recommended,18
REV00001114,ORD0000653,PROD00256,CUST001920,2023-05-15,3,Packaging was poor,1
REV00001115,ORD0000842,PROD00485,CUST000769,2020-09-03,4,Very satisfied,40
REV00001116,ORD0005856,PROD00175,CUST001592,2023-08-30,4,Average product,26
REV00001117,ORD0004315,PROD00188,CUST001749,2020-11-16,4,Not as expected,16
REV00001118,ORD0001474,PROD00069,CUST001102,2021-08-25,4,Highly recommended,9
REV00001119,ORD0005284,PROD00480,CUST001483,2023-03-30,3,Very satisfied,49
REV00001120,ORD0000576,PROD00236,CUST002341,2023-09-24,4,Good quality,24
REV00001121,ORD0001535,PROD00095,CUST001615,2020-08-22,5,Will buy again,30
REV00001122,ORD0007553,PROD00186,CUST001041,2024-06-12,3,Highly recommended,44
REV00001123,ORD0003142,PROD00002,CUST001880,2022-11-01,5,Fast delivery,43
REV00001124,ORD0000001,PROD00357,CUST001854,2020-02-16,5,Very satisfied,34
REV00001125,ORD0002799,PROD00247,CUST001878,2023-03-31,4,Will buy again,16
REV00001126,ORD0000229,PROD00599,CUST001487,2020-11-21,4,Highly recommended,44
REV00001127,ORD0004517,PROD00023,CUST001641,2023-01-23,5,Will buy again,10
REV00001128,ORD0000520,PROD00009,CUST000758,2024-08-01,3,Highly recommended,22
REV00001129,ORD0003222,PROD00488,CUST000879,2020-06-11,3,Not as expected,19
REV00001130,ORD0003770,PROD00541,CUST002272,2020-07-08,4,Product damaged,33
REV00001131,ORD0005559,PROD00113,CUST001504,2022-10-31,3,Packaging was poor,22
REV00001132,ORD0008938,PROD00295,CUST001077,2023-12-21,5,Packaging was poor,39
REV00001133,ORD0008394,PROD00289,CUST001318,2023-10-27,5,Highly recommended,35
REV00001134,ORD0007398,PROD00109,CUST001846,2021-08-21,4,Excellent value,39
REV00001135,ORD0002779,PROD00240,CUST001032,2023-06-06,4,Good quality,46
REV00001136,ORD0008840,PROD00572,CUST002161,2022-01-12,3,Very satisfied,41
REV00001137,ORD0008058,PROD00516,CUST002473,2024-05-31,5,Very satisfied,16
REV00001138,ORD0006551,PROD00116,CUST001085,2024-03-30,3,Not as expected,23
REV00001139,ORD0003727,PROD00299,CUST000026,2024-06-14,4,Excellent value,22
REV00001140,ORD0008646,PROD00011,CUST000285,2021-10-20,3,Average product,26
REV00001141,ORD0004163,PROD00591,CUST000554,2021-07-31,2,Excellent value,29
REV00001142,ORD0008773,PROD00506,CUST001338,2023-09-18,5,Packaging was poor,46
