customer_id,join_date,city,gender,age_group,loyalty_tier
CUST000458,2022-11-02,Bangalore,Male,46-55,Bronze
CUST000459,2021-06-27,Delhi,Male,26-35,Bronze
CUST000460,2020-09-28,Bangalore,Female,36-45,Bronze
CUST000461,2021-12-15,Kolkata,Male,46-55,Bronze
CUST000462,2020-05-20,Mumbai,Female,26-35,Silver
CUST000463,2024-12-05,Lucknow,Female,26-35,Bronze
CUST000464,2021-05-15,Ahmedabad,Female,46-55,Bronze
CUST000465,2022-01-26,Lucknow,Female,26-35,Silver
CUST000466,2021-08-06,Lucknow,Male,36-45,Bronze
CUST000467,2020-11-19,Lucknow,Male,46-55,Silver
CUST000468,2022-06-16,Delhi,Male,36-45,Silver
CUST000469,2024-09-03,Bangalore,Male,36-45,Bronze
CUST000470,2023-01-17,Jaipur,Male,46-55,Silver
CUST000471,2023-12-11,Kolkata,Male,46-55,Bronze
CUST000472,2021-09-11,Chennai,Male,26-35,Silver
CUST000473,2023-06-06,Lucknow,Other,18-25,Bronze
CUST000474,2024-07-10,Hyderabad,Female,26-35,Bronze
CUST000475,2023-09-01,Delhi,Male,36-45,Silver
CUST000476,2022-12-19,Ahmedabad,Female,26-35,Gold
CUST000477,2020-01-17,Chennai,Male,36-45,Platinum
CUST000478,2023-09-29,Jaipur,Male,26-35,Silver
CUST000479,2024-07-31,Hyderabad,Female,36-45,Bronze
CUST000480,2023-02-09,Jaipur,Female,18-25,Bronze
CUST000481,2021-09-05,Chennai,Male,36-45,Bronze
CUST000482,2023-09-20,Lucknow,Other,26-35,Bronze
CUST000483,2020-07-31,Hyderabad,Female,18-25,Bronze
CUST000484,2024-12-03,Jaipur,Female,26-35,Gold
CUST000485,2020-10-02,Ahmedabad,Female,36-45,Bronze
CUST000486,2021-06-25,Bangalore,Female,26-35,Bronze
CUST000487,2020-08-24,Mumbai,Male,18-25,Bronze
CUST000488,2020-08-07,Bangalore,Male,56+,Gold
CUST000489,2024-02-29,Chennai,Male,36-45,Silver
CUST000490,2023-02-07,Delhi,Male,56+,Silver
CUST000491,2020-11-14,Mumbai,Female,26-35,Bronze
CUST000492,2021-07-11,Kolkata,Male,26-35,Gold
CUST000493,2021-07-31,Ahmedabad,Other,46-55,Bronze
CUST000494,2023-05-23,Kolkata,Female,26-35,Gold
CUST000495,2021-03-07,Hyderabad,Female,36-45,Silver
CUST000496,2024-01-09,Mumbai,Female,26-35,Bronze
CUST000497,2021-12-03,Kolkata,Female,26-35,Bronze
CUST000498,2021-02-20,Kolkata,Male,18-25,Silver
CUST000499,2023-11-08,Jaipur,Female,18-25,Bronze
CUST000500,2023-07-22,Bangalore,Male,18-25,Gold
CUST000501,2024-10-12,Jaipur,Female,18-25,Bronze
CUST000502,2021-06-24,Mumbai,Male,56+,Bronze
CUST000503,2022-11-01,Mumbai,Female,18-25,Bronze
CUST000504,2022-09-27,Chennai,Female,36-45,Bronze
CUST000505,2021-05-29,Jaipur,Male,46-55,Bronze
CUST000506,2024-09-28,Pune,Male,26-35,Bronze
CUST000507,2020-04-14,Bangalore,Other,18-25,Silver
CUST000508,2020-07-08,Mumbai,Female,36-45,Bronze
CUST000509,2023-07-23,Chennai,Female,36-45,Platinum
CUST000510,2022-05-17,Jaipur,Female,36-45,Silver
CUST000511,2024-08-25,Bangalore,Male,36-45,Gold
CUST000512,2021-07-20,Jaipur,Male,56+,Bronze
CUST000513,2020-03-31,Kolkata,Male,26-35,Bronze
CUST000514,2020-01-08,Chennai,Female,26-35,Bronze
CUST000515,2021-11-14,Bangalore,Male,36-45,Silver
CUST000516,2024-04-28,Lucknow,Female,18-25,Gold
CUST000517,2020-09-24,Hyderabad,Female,46-55,Bronze
CUST000518,2023-07-28,Hyderabad,Female,18-25,Bronze
CUST000519,2021-06-20,Bangalore,Female,26-35,Gold
CUST000520,2020-11-26,Jaipur,Other,46-55,Bronze
CUST000521,2024-02-27,Chennai,Male,26-35,Silver
CUST000522,2022-06-23,Hyderabad,Female,26-35,Silver
CUST000523,2023-02-03,Chennai,Female,26-35,Gold
CUST000524,2023-12-16,Hyderabad,Female,46-55,Bronze
CUST000525,2022-05-25,Kolkata,Female,26-35,Bronze
CUST000526,2023-02-22,Jaipur,Male,46-55,Silver
CUST000527,2020-01-20,Kolkata,Male,18-25,Gold
CUST000528,2020-08-17,Hyderabad,Female,36-45,Bronze
CUST000529,2020-06-03,Lucknow,Male,46-55,Bronze
CUST000530,2023-11-16,Lucknow,Female,18-25,Silver
CUST000531,2020-11-01,Kolkata,Female,26-35,Gold
CUST000532,2023-01-22,Lucknow,Male,18-25,Gold
CUST000533,2020-03-14,Hyderabad,Female,36-45,Platinum
CUST000534,2024-09-05,Bangalore,Male,26-35,Bronze
CUST000535,2022-01-26,Kolkata,Female,36-45,Bronze
CUST000536,2023-04-07,Delhi,Female,18-25,Silver
CUST000537,2023-02-05,Jaipur,Female,18-25,Gold
CUST000538,2020-10-30,Lucknow,Male,18-25,Bronze
CUST000539,2022-05-30,Lucknow,Male,26-35,Bronze
CUST000540,2020-09-18,Mumbai,Female,26-35,Silver
CUST000541,2020-03-26,Pune,Female,46-55,Bronze
CUST000542,2021-09-23,Kolkata,Female,36-45,Bronze
CUST000543,2022-01-16,Ahmedabad,Male,26-35,Silver
CUST000544,2024-06-18,Lucknow,Male,56+,Silver
CUST000545,2024-10-28,Jaipur,Male,36-45,Silver
CUST000546,2020-03-22,Delhi,Female,46-55,Bronze
CUST000547,2022-01-02,Lucknow,Male,26-35,Silver
CUST000548,2021-03-06,Delhi,Male,26-35,Silver
CUST000549,2023-10-28,Hyderabad,Female,18-25,Silver
CUST000550,2021-05-26,Hyderabad,Male,36-45,Silver
CUST000551,2023-09-27,Pune,Other,18-25,Bronze
CUST000552,2020-07-29,Bangalore,Female,26-35,Bronze
CUST000553,2021-12-25,Ahmedabad,Female,26-35,Bronze
CUST000554,2024-05-16,Mumbai,Male,26-35,Bronze
CUST000555,2023-02-20,Pune,Male,36-45,Silver
CUST000556,2024-11-26,Chennai,Female,18-25,Gold
CUST000557,2022-04-12,Mumbai,Female,26-35,Silver
CUST000558,2023-06-25,Kolkata,Female,36-45,Silver
CUST000559,2024-03-14,Jaipur,Male,56+,Bronze
CUST000560,2020-11-12,Chennai,Female,36-45,Bronze
CUST000561,2021-04-29,Chennai,Female,46-55,Bronze
CUST000562,2024-11-05,Pune,Female,36-45,Bronze
CUST000563,2020-11-28,Bangalore,Female,26-35,Bronze
CUST000564,2024-06-26,Pune,Female,18-25,Silver
CUST000565,2024-07-18,Kolkata,Female,36-45,Platinum
CUST000566,2020-12-28,Lucknow,Male,36-45,Bronze
CUST000567,2022-04-24,Lucknow,Female,36-45,Bronze
CUST000568,2020-02-20,Bangalore,Male,26-35,Silver
CUST000569,2021-01-02,Kolkata,Male,26-35,Bronze
CUST000570,2024-02-17,Bangalore,Male,26-35,Gold
CUST000571,2021-11-11,Delhi,Male,26-35,Silver
CUST000572,2024-05-21,Lucknow,Male,18-25,Gold
CUST000573,2022-04-23,Chennai,Male,46-55,Bronze
CUST000574,2024-06-30,Ahmedabad,Female,18-25,Silver
CUST000575,2023-10-03,Jaipur,Female,18-25,Bronze
CUST000576,2024-11-04,Kolkata,Male,26-35,Silver
CUST000577,2024-02-14,Mumbai,Female,36-45,Bronze
CUST000578,2024-07-18,Bangalore,Female,26-35,Bronze
CUST000579,2021-05-23,Jaipur,Male,26-35,Silver
CUST000580,2021-06-30,Mumbai,Male,26-35,Silver
CUST000581,2020-11-22,Jaipur,Female,26-35,Gold
CUST000582,2024-05-31,Ahmedabad,Female,46-55,Silver
CUST000583,2023-12-07,Mumbai,Female,46-55,Silver
CUST000584,2020-08-09,Pune,Male,26-35,Bronze
CUST000585,2022-02-22,Hyderabad,Male,26-35,Silver
CUST000586,2024-11-21,Pune,Male,36-45,Silver
CUST000587,2020-03-20,Lucknow,Male,18-25,Gold
CUST000588,2024-10-24,Hyderabad,Male,26-35,Gold
CUST000589,2022-08-21,Pune,Male,26-35,Bronze
CUST000590,2021-03-31,Hyderabad,Female,46-55,Gold
CUST000591,2021-02-12,Hyderabad,Female,18-25,Bronze
CUST000592,2024-07-30,Chennai,Male,26-35,Bronze
CUST000593,2022-07-31,Bangalore,Female,36-45,Silver
CUST000594,2021-12-17,Bangalore,Male,26-35,Bronze
CUST000595,2021-09-17,Chennai,Male,18-25,Silver
CUST000596,2024-08-07,Jaipur,Male,56+,Bronze
CUST000597,2024-06-16,Delhi,Female,26-35,Bronze
CUST000598,2024-11-19,Jaipur,Other,36-45,Silver
CUST000599,2021-04-11,Mumbai,Female,18-25,Silver
CUST000600,2021-04-01,Mumbai,Male,26-35,Gold
CUST000601,2020-02-18,Hyderabad,Female,26-35,Silver
CUST000602,2023-09-13,Pune,Male,18-25,Silver
CUST000603,2021-01-30,Pune,Female,18-25,Bronze
CUST000604,2022-03-27,Bangalore,Female,46-55,Bronze
CUST000605,2021-11-03,Kolkata,Male,18-25,Bronze
CUST000606,2021-07-24,Jaipur,Female,18-25,Silver
CUST000607,2024-11-05,Lucknow,Female,26-35,Silver
CUST000608,2020-05-22,Ahmedabad,Male,36-45,Bronze
CUST000609,2024-05-02,Pune,Female,18-25,Silver
CUST000610,2021-07-25,Ahmedabad,Male,26-35,Silver
CUST000611,2021-12-20,Hyderabad,Female,18-25,Bronze
CUST000612,2023-08-06,Ahmedabad,Female,18-25,Bronze
CUST000613,2022-11-09,Lucknow,Female,18-25,Gold
CUST000614,2022-03-29,Chennai,Female,46-55,Silver
CUST000615,2023-10-23,Lucknow,Female,18-25,Gold
CUST000616,2024-09-23,Ahmedabad,Male,18-25,Bronze
CUST000617,2023-01-03,Lucknow,Female,26-35,Platinum
CUST000618,2021-11-09,Delhi,Male,46-55,Bronze
CUST000619,2020-02-26,Hyderabad,Female,26-35,Bronze
CUST000620,2020-08-24,Jaipur,Male,26-35,Platinum
CUST000621,2024-12-01,Chennai,Male,18-25,Bronze
CUST000622,2021-06-18,Pune,Female,26-35,Silver
CUST000623,2020-12-31,Mumbai,Male,26-35,Bronze
CUST000624,2023-04-04,Jaipur,Female,26-35,Silver
CUST000625,2021-06-27,Mumbai,Male,26-35,Gold
CUST000626,2020-03-19,Hyderabad,Male,26-35,Bronze
CUST000627,2020-08-10,Chennai,Female,18-25,Silver
CUST000628,2023-05-06,Bangalore,Male,26-35,Bronze
CUST000629,2022-06-08,Pune,Male,18-25,Silver
CUST000630,2021-12-08,Delhi,Female,36-45,Bronze
CUST000631,2024-02-01,Bangalore,Male,56+,Bronze
CUST000632,2024-05-29,Hyderabad,Female,56+,Bronze
CUST000633,2021-10-04,Jaipur,Male,46-55,Bronze
CUST000634,2022-06-12,Delhi,Male,36-45,Gold
CUST000635,2023-05-26,Lucknow,Female,36-45,Bronze
CUST000636,2022-11-13,Ahmedabad,Male,26-35,Bronze
CUST000637,2020-08-24,Delhi,Male,36-45,Bronze
CUST000638,2022-02-27,Hyderabad,Male,26-35,Bronze
CUST000639,2023-03-26,Kolkata,Male,26-35,Silver
CUST000640,2021-01-24,Ahmedabad,Female,36-45,Platinum
CUST000641,2021-06-05,Mumbai,Male,26-35,Bronze
CUST000642,2020-03-31,Pune,Female,26-35,Gold
CUST000643,2023-12-22,Mumbai,Female,46-55,Silver
CUST000644,2022-06-12,Delhi,Male,18-25,Bronze
CUST000645,2020-01-04,Mumbai,Female,26-35,Silver
CUST000646,2022-11-30,Hyderabad,Male,46-55,Silver
CUST000647,2024-07-09,Lucknow,Other,36-45,Silver
CUST000648,2023-01-07,Jaipur,Male,26-35,Gold
CUST000649,2023-11-07,Pune,Female,18-25,Bronze
CUST000650,2024-01-13,Mumbai,Female,26-35,Gold
CUST000651,2024-02-28,Mumbai,Male,46-55,Silver
CUST000652,2024-02-18,Delhi,Female,26-35,Bronze
CUST000653,2023-10-05,Jaipur,Female,26-35,Silver
CUST000654,2021-02-07,Bangalore,Male,18-25,Bronze
CUST000655,2022-01-15,Mumbai,Male,18-25,Platinum
CUST000656,2022-06-02,Hyderabad,Female,56+,Silver
CUST000657,2020-05-23,Kolkata,Female,26-35,Bronze
CUST000658,2023-09-22,Pune,Other,36-45,Bronze
CUST000659,2021-11-07,Mumbai,Female,18-25,Silver
CUST000660,2023-06-30,Hyderabad,Female,36-45,Bronze
CUST000661,2021-10-04,Hyderabad,Female,46-55,Bronze
CUST000662,2023-09-20,Pune,Male,26-35,Bronze
CUST000663,2024-10-02,Bangalore,Male,18-25,Bronze
CUST000664,2020-09-12,Hyderabad,Female,26-35,Bronze
CUST000665,2024-01-14,Kolkata,Female,36-45,Bronze
CUST000666,2021-09-07,Hyderabad,Male,26-35,Bronze
CUST000667,2022-11-04,Hyderabad,Male,46-55,Silver
CUST000668,2021-09-25,Hyderabad,Female,36-45,Silver
CUST000669,2023-09-27,Lucknow,Female,46-55,Bronze
CUST000670,2022-04-16,Lucknow,Male,36-45,Bronze
CUST000671,2021-10-30,Bangalore,Male,18-25,Silver
CUST000672,2022-04-04,Mumbai,Male,26-35,Bronze
CUST000673,2023-11-28,Hyderabad,Male,18-25,Bronze
CUST000674,2021-08-28,Jaipur,Male,46-55,Bronze
CUST000675,2023-02-09,Mumbai,Male,36-45,Gold
CUST000676,2020-09-17,Bangalore,Female,36-45,Silver
CUST000677,2021-01-27,Chennai,Male,26-35,Silver
CUST000678,2022-05-11,Mumbai,Female,18-25,Silver
CUST000679,2023-09-23,Mumbai,Female,36-45,Silver
CUST000680,2022-02-15,Ahmedabad,Male,26-35,Bronze
CUST000681,2023-10-19,Delhi,Female,18-25,Silver
CUST000682,2024-03-12,Ahmedabad,Male,36-45,Bronze
CUST000683,2020-12-22,Kolkata,Female,18-25,Silver
CUST000684,2023-06-14,Lucknow,Male,26-35,Silver
CUST000685,2023-03-11,Lucknow,Female,26-35,Silver
CUST000686,2021-09-08,Delhi,Female,18-25,Bronze
CUST000687,2022-04-11,Pune,Male,56+,Bronze
CUST000688,2023-01-27,Pune,Male,18-25,Silver
CUST000689,2024-09-03,Bangalore,Female,18-25,Silver
CUST000690,2020-01-01,Delhi,Female,18-25,Gold
CUST000691,2021-09-14,Mumbai,Male,36-45,Bronze
CUST000692,2021-08-10,Pune,Female,26-35,Silver
CUST000693,2021-03-06,Hyderabad,Male,26-35,Silver
CUST000694,2022-05-30,Jaipur,Female,18-25,Gold
CUST000695,2024-05-28,Mumbai,Male,18-25,Silver
CUST000696,2023-04-02,Kolkata,Female,26-35,Silver
CUST000697,2023-05-27,Hyderabad,Male,46-55,Silver
CUST000698,2023-09-02,Hyderabad,Male,46-55,Silver
CUST000699,2021-10-21,Delhi,Male,18-25,Platinum
CUST000700,2022-08-10,Bangalore,Male,26-35,Bronze
CUST000701,2022-06-23,Kolkata,Female,46-55,Bronze
CUST000702,2022-06-24,Pune,Male,26-35,Gold
CUST000703,2023-10-15,Delhi,Female,46-55,Silver
CUST000704,2021-03-13,Pune,Male,18-25,Silver
CUST000705,2022-11-12,Delhi,Male,46-55,Bronze
CUST000706,2022-08-27,Delhi,Male,36-45,Bronze
CUST000707,2024-06-13,Delhi,Male,46-55,Silver
CUST000708,2024-06-18,Bangalore,Male,36-45,Silver
CUST000709,2024-02-16,Delhi,Male,26-35,Bronze
CUST000710,2020-12-13,Chennai,Female,46-55,Bronze
CUST000711,2023-09-11,Jaipur,Male,26-35,Gold
CUST000712,2020-06-22,Pune,Female,26-35,Bronze
CUST000713,2021-08-04,Mumbai,Female,36-45,Gold
CUST000714,2022-11-21,Ahmedabad,Male,36-45,Bronze
CUST000715,2023-09-21,Kolkata,Male,46-55,Silver
CUST000716,2023-07-20,Lucknow,Other,18-25,Gold
CUST000717,2023-06-22,Bangalore,Female,36-45,Silver
CUST000718,2021-11-17,Mumbai,Female,36-45,Bronze
CUST000719,2020-07-10,Hyderabad,Male,18-25,Silver
CUST000720,2024-08-03,Chennai,Female,26-35,Bronze
CUST000721,2024-03-18,Lucknow,Female,26-35,Bronze
CUST000722,2021-04-26,Ahmedabad,Female,26-35,Platinum
CUST000723,2023-10-09,Mumbai,Other,56+,Silver
CUST000724,2021-09-27,Lucknow,Male,36-45,Silver
CUST000725,2021-04-05,Mumbai,Male,36-45,Bronze
CUST000726,2024-07-09,Chennai,Female,56+,Bronze
CUST000727,2021-02-11,Ahmedabad,Female,26-35,Bronze
CUST000728,2020-10-28,Hyderabad,Male,46-55,Silver
CUST000729,2020-02-20,Delhi,Male,26-35,Silver
CUST000730,2020-04-04,Pune,Male,46-55,Silver
CUST000731,2021-05-16,Hyderabad,Male,18-25,Gold
CUST000732,2022-08-31,Delhi,Female,46-55,Bronze
CUST000733,2023-06-05,Bangalore,Female,18-25,Bronze
CUST000734,2024-10-06,Jaipur,Male,26-35,Bronze
CUST000735,2024-04-22,Kolkata,Male,36-45,Bronze
CUST000736,2020-05-29,Kolkata,Male,26-35,Bronze
CUST000737,2022-07-21,Pune,Male,36-45,Platinum
CUST000738,2022-04-28,Ahmedabad,Female,26-35,Bronze
CUST000739,2023-07-13,Chennai,Other,36-45,Gold
CUST000740,2023-03-24,Ahmedabad,Female,18-25,Bronze
CUST000741,2021-02-02,Chennai,Male,18-25,Platinum
CUST000742,2024-01-11,Ahmedabad,Female,26-35,Silver
CUST000743,2023-11-27,Jaipur,Female,26-35,Gold
CUST000744,2022-02-25,Bangalore,Female,18-25,Bronze
CUST000745,2022-10-09,Bangalore,Male,26-35,Silver
CUST000746,2022-03-29,Delhi,Male,26-35,Gold
CUST000747,2021-05-14,Lucknow,Male,18-25,Bronze
CUST000748,2020-10-29,Bangalore,Male,26-35,Bronze
CUST000749,2023-09-05,Bangalore,Male,46-55,Bronze
CUST000750,2023-11-09,Hyderabad,Male,18-25,Gold
CUST000751,2020-01-12,Hyderabad,Female,26-35,Silver
CUST000752,2024-03-17,Delhi,Female,36-45,Silver
CUST000753,2024-10-28,Lucknow,Male,26-35,Bronze
CUST000754,2024-04-26,Pune,Male,36-45,Bronze
CUST000755,2020-08-06,Hyderabad,Female,26-35,Gold
CUST000756,2024-05-13,Pune,Female,26-35,Bronze
CUST000757,2022-05-20,Mumbai,Female,18-25,Silver
CUST000758,2021-03-24,Hyderabad,Other,36-45,Gold
CUST000759,2020-12-26,Jaipur,Female,36-45,Bronze
CUST000760,2024-07-04,Lucknow,Other,18-25,Silver
CUST000761,2023-11-26,Delhi,Male,26-35,Bronze
CUST000762,2022-11-26,Mumbai,Male,56+,Silver
CUST000763,2022-08-09,Lucknow,Male,26-35,Bronze
CUST000764,2020-04-12,Jaipur,Male,26-35,Silver
CUST000765,2023-02-15,Lucknow,Male,46-55,Bronze
CUST000766,2021-05-25,Jaipur,Female,36-45,Bronze
CUST000767,2024-10-03,Jaipur,Female,26-35,Silver
CUST000768,2020-09-05,Pune,Female,36-45,Bronze
CUST000769,2022-07-23,Ahmedabad,Male,46-55,Silver
CUST000770,2020-09-30,Mumbai,Female,26-35,Bronze
CUST000771,2024-06-29,Lucknow,Female,26-35,Silver
CUST000772,2022-08-09,Chennai,Male,26-35,Bronze
CUST000773,2023-09-29,Mumbai,Female,56+,Silver
CUST000774,2022-12-23,Ahmedabad,Male,36-45,Bronze
CUST000775,2023-02-18,Mumbai,Male,18-25,Bronze
CUST000776,2023-05-04,Bangalore,Female,46-55,Bronze
CUST000777,2021-10-11,Chennai,Male,26-35,Silver
CUST000778,2024-03-26,Ahmedabad,Male,18-25,Bronze
CUST000779,2022-06-25,Pune,Female,26-35,Gold
CUST000780,2023-06-08,Lucknow,Female,26-35,Gold
CUST000781,2024-07-27,Kolkata,Male,46-55,Bronze
CUST000782,2024-01-13,Ahmedabad,Male,18-25,Silver
CUST000783,2022-10-30,Delhi,Male,46-55,Bronze
CUST000784,2022-05-23,Lucknow,Female,26-35,Bronze
CUST000785,2024-08-28,Ahmedabad,Male,18-25,Silver
CUST000786,2023-01-27,Bangalore,Male,56+,Silver
CUST000787,2022-07-02,Kolkata,Female,26-35,Silver
CUST000788,2020-11-21,Bangalore,Female,26-35,Bronze
CUST000789,2024-03-03,Kolkata,Male,26-35,Bronze
CUST000790,2024-10-30,Delhi,Female,46-55,Bronze
CUST000791,2022-08-30,Lucknow,Female,26-35,Silver
CUST000792,2022-07-10,Pune,Male,18-25,Silver
CUST000793,2021-06-14,Bangalore,Male,18-25,Silver
CUST000794,2024-03-19,Bangalore,Female,26-35,Bronze
CUST000795,2021-05-21,Jaipur,Male,36-45,Bronze
CUST000796,2024-09-16,Kolkata,Female,26-35,Bronze
CUST000797,2023-07-29,Hyderabad,Male,18-25,Bronze
CUST000798,2021-07-21,Lucknow,Male,18-25,Bronze
CUST000799,2024-04-17,Kolkata,Male,26-35,Gold
CUST000800,2024-05-11,Jaipur,Male,46-55,Gold
CUST000801,2022-12-03,Mumbai,Male,26-35,Silver
CUST000802,2022-09-19,Kolkata,Male,56+,Bronze
CUST000803,2023-07-07,Pune,Female,26-35,Bronze
CUST000804,2021-05-04,Lucknow,Other,18-25,Gold
CUST000805,2021-07-16,Jaipur,Female,46-55,Bronze
CUST000806,2022-06-19,Mumbai,Female,26-35,Gold
CUST000807,2020-06-07,Chennai,Male,36-45,Bronze
CUST000808,2024-01-01,Jaipur,Other,56+,Bronze
CUST000809,2021-08-08,Chennai,Male,18-25,Gold
CUST000810,2021-04-25,Lucknow,Female,18-25,Bronze
CUST000811,2021-07-10,Bangalore,Other,36-45,Silver
CUST000812,2021-11-18,Jaipur,Female,26-35,Silver
CUST000813,2021-10-16,Delhi,Other,18-25,Bronze
CUST000814,2023-01-11,Chennai,Female,18-25,Bronze
CUST000815,2020-06-14,Pune,Male,18-25,Silver
CUST000816,2020-10-10,Delhi,Male,36-45,Silver
CUST000817,2020-11-04,Ahmedabad,Female,18-25,Bronze
CUST000818,2021-04-18,Ahmedabad,Male,26-35,Gold
CUST000819,2022-02-23,Mumbai,Female,36-45,Bronze
CUST000820,2023-11-22,Bangalore,Other,26-35,Bronze
CUST000821,2020-11-08,Lucknow,Male,18-25,Bronze
CUST000822,2023-12-17,Jaipur,Female,36-45,Bronze
CUST000823,2021-03-14,Hyderabad,Female,18-25,Bronze
CUST000824,2020-05-11,Pune,Female,36-45,Platinum
CUST000825,2022-04-29,Chennai,Other,46-55,Bronze
CUST000826,2022-04-14,Lucknow,Female,26-35,Bronze
CUST000827,2021-11-08,Delhi,Other,26-35,Bronze
CUST000828,2023-01-16,Ahmedabad,Female,26-35,Silver
CUST000829,2022-08-12,Pune,Male,26-35,Gold
CUST000830,2022-05-01,Hyderabad,Male,46-55,Bronze
CUST000831,2020-05-07,Jaipur,Female,46-55,Bronze
CUST000832,2021-02-27,Mumbai,Male,26-35,Bronze
CUST000833,2024-09-01,Hyderabad,Female,36-45,Bronze
CUST000834,2022-05-10,Pune,Female,46-55,Bronze
CUST000835,2022-03-08,Hyderabad,Male,56+,Bronze
CUST000836,2024-04-25,Pune,Female,26-35,Bronze
CUST000837,2023-04-11,Pune,Female,26-35,Silver
CUST000838,2023-11-25,Kolkata,Female,26-35,Bronze
CUST000839,2020-02-10,Chennai,Male,56+,Gold
CUST000840,2024-10-20,Ahmedabad,Male,18-25,Gold
CUST000841,2024-04-16,Kolkata,Male,26-35,Silver
CUST000842,2023-03-25,Jaipur,Female,26-35,Bronze
CUST000843,2022-02-18,Kolkata,Male,26-35,Bronze
CUST000844,2022-09-03,Bangalore,Female,26-35,Bronze
CUST000845,2020-01-13,Bangalore,Male,56+,Silver
CUST000846,2021-12-21,Ahmedabad,Male,18-25,Bronze
CUST000847,2021-09-03,Hyderabad,Female,26-35,Gold
CUST000848,2024-03-23,Chennai,Female,18-25,Gold
CUST000849,2022-03-09,Ahmedabad,Male,18-25,Bronze
CUST000850,2024-10-13,Pune,Male,26-35,Silver
CUST000851,2024-09-07,Delhi,Male,26-35,Bronze
CUST000852,2022-05-08,Chennai,Female,26-35,Bronze
CUST000853,2023-01-07,Chennai,Female,26-35,Bronze
CUST000854,2024-03-10,Pune,Male,18-25,Bronze
CUST000855,2024-02-13,Pune,Male,26-35,Gold
CUST000856,2023-01-23,Mumbai,Male,56+,Bronze
CUST000857,2024-06-26,Ahmedabad,Female,46-55,Bronze
CUST000858,2023-05-20,Pune,Other,26-35,Silver
CUST000859,2021-03-27,Bangalore,Male,26-35,Silver
CUST000860,2022-09-26,Jaipur,Female,46-55,Bronze
CUST000861,2021-03-25,Delhi,Male,18-25,Gold
CUST000862,2021-07-12,Ahmedabad,Male,46-55,Silver
CUST000863,2022-06-11,Lucknow,Female,46-55,Bronze
CUST000864,2022-09-21,Bangalore,Female,18-25,Bronze
CUST000865,2020-02-29,Hyderabad,Female,18-25,Bronze
CUST000866,2022-03-07,Pune,Female,56+,Gold
CUST000867,2021-11-19,Lucknow,Male,26-35,Silver
CUST000868,2023-10-01,Pune,Female,18-25,Gold
CUST000869,2023-10-22,Chennai,Male,26-35,Bronze
CUST000870,2024-06-22,Bangalore,Female,26-35,Bronze
CUST000871,2022-04-08,Chennai,Male,36-45,Bronze
CUST000872,2024-01-23,Mumbai,Female,36-45,Bronze
CUST000873,2020-12-04,Chennai,Male,56+,Silver
CUST000874,2024-09-17,Mumbai,Male,26-35,Silver
CUST000875,2022-08-15,Mumbai,Female,26-35,Bronze
CUST000876,2020-09-18,Lucknow,Male,26-35,Bronze
CUST000877,2023-06-28,Pune,Female,26-35,Bronze
CUST000878,2022-12-29,Hyderabad,Male,18-25,Bronze
CUST000879,2020-02-25,Chennai,Male,56+,Bronze
CUST000880,2022-03-17,Bangalore,Male,46-55,Bronze
CUST000881,2023-04-27,Mumbai,Male,26-35,Bronze
CUST000882,2023-03-01,Pune,Female,36-45,Bronze
CUST000883,2023-09-19,Delhi,Male,18-25,Bronze
CUST000884,2020-02-25,Ahmedabad,Female,26-35,Bronze
CUST000885,2020-06-20,Lucknow,Female,36-45,Silver
CUST000886,2023-08-09,Hyderabad,Male,26-35,Bronze
CUST000887,2022-05-27,Kolkata,Female,56+,Platinum
CUST000888,2020-10-04,Lucknow,Female,36-45,Bronze
CUST000889,2024-11-10,Delhi,Female,26-35,Bronze
CUST000890,2022-08-03,Ahmedabad,Male,36-45,Bronze
CUST000891,2021-01-07,Delhi,Male,18-25,Bronze
CUST000892,2020-04-12,Chennai,Female,26-35,Gold
CUST000893,2021-06-16,Mumbai,Female,26-35,Bronze
CUST000894,2022-02-15,Hyderabad,Female,26-35,Gold
CUST000895,2021-11-01,Jaipur,Male,36-45,Gold
CUST000896,2021-03-09,Mumbai,Female,26-35,Silver
CUST000897,2022-07-20,Jaipur,Male,36-45,Silver
CUST000898,2021-10-31,Ahmedabad,Female,26-35,Silver
CUST000899,2021-11-22,Pune,Male,26-35,Bronze
CUST000900,2024-04-07,Kolkata,Female,46-55,Silver
CUST000901,2022-02-15,Bangalore,Male,18-25,Bronze
CUST000902,2021-07-23,Mumbai,Male,18-25,Bronze
CUST000903,2024-03-20,Hyderabad,Female,26-35,Bronze
CUST000904,2024-08-30,Delhi,Male,26-35,Silver
CUST000905,2022-05-13,Hyderabad,Male,18-25,Gold
CUST000906,2021-05-31,Ahmedabad,Male,36-45,Bronze
CUST000907,2024-09-05,Jaipur,Female,26-35,Gold
CUST000908,2020-06-16,Delhi,Female,26-35,Bronze
CUST000909,2022-08-21,Bangalore,Male,56+,Bronze
CUST000910,2020-02-09,Bangalore,Female,26-35,Bronze
CUST000911,2024-03-14,Mumbai,Female,46-55,Bronze
CUST000912,2023-01-09,Ahmedabad,Male,18-25,Bronze
CUST000913,2020-04-16,Pune,Female,26-35,Silver
CUST000914,2021-12-17,Ahmedabad,Female,46-55,Gold
CUST000915,2021-04-04,Jaipur,Female,26-35,Bronze
CUST000916,2023-08-24,Hyderabad,Male,36-45,Bronze
